nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00089,2022-12-21,2023-06-16,Ataque de Fuerza Bruta,Baja,3761150,14249832.12,US-001698,user_linda79_1697,bb82580794271441aa4f9ed73d760590,Ecuador,2020-04-30,Contrasena,Alta,2023-08-07
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00651,2023-05-18,2023-07-10,Credenciales Filtradas de Terceros,Alta,4810812,17382668.49,US-004366,user_wsmall_4365,95d5d04315ad11896f0ed33430f711f6,Peru,2025-10-04,Numero Telefonico,Baja,2023-10-02
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00251,2024-09-05,2025-02-24,Phishing,Media,4355497,24284993.91,US-005705,user_jonesrobert_5704,3edea338a80fd7f314d016144972ae82,Chile,2021-09-12,Fecha de Nacimiento,Baja,2025-05-15
Goodman PLC,Turismo,Ecuador,50000,BR-00540,2026-02-04,2026-08-01,Insider Malicioso,Alta,3307338,13915913.47,US-002624,user_vmueller_2623,4818ea9f6b5bd86ea8e38d49b328be82,Chile,2024-11-21,Numero de Identificacion,Alta,2026-09-22
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00171,2021-11-16,2022-02-27,Insider Malicioso,Media,209281,766167.02,US-003945,user_gmorgan_3944,be1e0c41a207108fdc55314001e94f57,Ecuador,2025-02-15,Correo Electronico,Media,2022-04-24
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00366,2024-02-21,2024-05-09,Phishing,Media,401645,7511215.52,US-006710,user_regina95_6709,f2bf63929f7773845368b3b007f3ee59,Costa Rica,2026-07-24,Correo Electronico,Media,2024-05-18
Conrad PLC,Gobierno,Peru,50,BR-00055,2023-02-22,2023-06-24,Ransomware,Alta,4905893,14490387.35,US-006832,user_deborah19_6831,0523a2dd3c777bbc15452091117de690,Panama,2022-10-19,Contrasena,Alta,2023-07-17
Cruz-Schultz,Energia,Panama,50,BR-00409,2023-01-06,2023-06-23,Credenciales Filtradas de Terceros,Baja,2503320,13166000.7,US-001893,user_sarah14_1892,78355fb22f505a014af04e5884458b63,Peru,2023-04-04,Numero de Tarjeta de Credito,Critica,2023-09-16
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00171,2021-11-16,2022-02-27,Insider Malicioso,Media,209281,766167.02,US-005016,user_bwright_5015,a599fbb8fba56b849f22d4c7fb74e46b,Panama,2024-04-12,Correo Electronico,Media,2022-05-13
Conrad PLC,Gobierno,Peru,50,BR-00663,2022-07-23,2022-09-07,Credenciales Filtradas de Terceros,Critica,2483796,12255531.74,US-007042,user_qgonzalez_7041,eb9fc75e8d8c593da1aea1966e016a59,Argentina,2019-03-08,Fecha de Nacimiento,Baja,2022-09-26
Gallegos-Wilkerson,Salud,Panama,25000,BR-00133,2025-11-16,2026-03-14,Ataque de Fuerza Bruta,Critica,1420151,22434273.22,US-001091,user_dakotaporter_1090,3cb1d0f3b50b88352af3b2aec82fffc0,Mexico,2023-02-28,Numero de Identificacion,Alta,2026-05-24
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00216,2025-01-03,2025-02-03,Insider Malicioso,Baja,475180,16796809.33,US-003947,user_bergerkathryn_3946,0c3ea98146cb951a05698f403972774a,Espana,2023-06-19,Historial Medico,Critica,2025-04-26
Hughes LLC,Tecnologia,Argentina,25000,BR-00297,2026-04-01,2026-05-20,Phishing,Media,3876637,21241741.39,US-000193,user_warrendaniel_192,b0ea4747a60c12569024b05571686768,Peru,2020-07-30,Numero de Tarjeta de Credito,Critica,2026-06-29
"Norton, Foster and Pacheco",Energia,Estados Unidos,1000,BR-00749,2026-09-01,2026-09-22,Ransomware,Critica,3739856,21125544.12,US-003884,user_hallrobert_3883,9a65e5637afabdcf4acd9ebdbe708b0f,Chile,2018-02-12,Historial Medico,Critica,2026-09-22
Martinez Ltd,Retail,Estados Unidos,100,BR-00635,2025-03-12,2025-11-02,Ataque de Fuerza Bruta,Alta,3153640,7847593.22,US-004793,user_gjimenez_4792,794fab118838972a96a67d65feb03ce5,Uruguay,2023-03-10,Nombre Completo,Baja,2025-11-17
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00585,2026-04-13,2026-09-22,Explotacion de Vulnerabilidad Sin Parche,Alta,4560375,24719129.78,US-001064,user_bwilliams_1063,b985dbe53124292b0c02edd5cb9bdc00,Brasil,2019-06-25,Numero de Identificacion,Alta,2026-09-22
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00460,2024-07-25,2024-12-12,Ataque de Fuerza Bruta,Baja,2104170,24292151.23,US-000264,user_ucooley_263,30a5af43e1c87a826b3a904444d40bde,Colombia,2022-08-07,Correo Electronico,Media,2024-12-13
Freeman-Martin,Educacion,Colombia,2500,BR-00179,2024-08-02,2025-01-29,Inyeccion SQL,Alta,2090386,314159.07,US-006600,user_derrickblankenship_6599,207049baba5346978f9eec15590060c9,Chile,2018-05-31,Contrasena,Alta,2025-02-17
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00005,2025-06-04,2025-10-10,Insider Malicioso,Critica,3819496,8618761.12,US-000556,user_ahines_555,b2d6487923ea1cda43477deed5220e28,Brasil,2022-05-22,Correo Electronico,Media,2025-12-05
Adams LLC,Tecnologia,Mexico,2500,BR-00160,2022-04-01,2022-11-20,Ataque de Fuerza Bruta,Alta,552235,6113331.54,US-000992,user_xhall_991,54fb0c40574e5aba1bed0433ad69b3e4,Panama,2024-01-04,Numero de Tarjeta de Credito,Critica,2022-11-21
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00637,2025-02-24,2025-05-17,Malware,Media,848865,14242080.56,US-006146,user_jamesmoore_6145,c6397059c455b1b94698ade34fc2d3b1,Peru,2025-09-03,Numero de Tarjeta de Credito,Critica,2025-07-25
Little-Garcia,Manufactura,Panama,50,BR-00032,2022-10-29,2023-05-17,Inyeccion SQL,Baja,2833225,6879486.7,US-006777,user_bonniewilliams_6776,1bcde49dc12168c62b02ad64ba575883,Uruguay,2021-11-16,Historial de Transacciones,Alta,2023-05-29
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00060,2025-10-16,2026-04-17,Phishing,Media,2038257,17813625.63,US-005607,user_gallegossamantha_5606,e50860fbac4480157e5d1d0c04d3cb0d,Argentina,2025-03-26,Nombre Completo,Baja,2026-06-12
Lynn-Garcia,Energia,Mexico,25000,BR-00718,2025-02-21,2025-05-24,Ransomware,Media,2302375,12161038.26,US-007872,user_gonzalesbrittney_7871,1f7a86bd622737c7c71d1d586f2fc694,Uruguay,2025-07-14,Historial de Transacciones,Alta,2025-07-18
Gallegos-Wilkerson,Salud,Panama,25000,BR-00415,2025-10-22,2025-10-25,Ataque a Cadena de Suministro,Critica,3540659,14297709.68,US-001367,user_martinezashley_1366,92084cc8bbd42a8c36c630fd857c6871,Estados Unidos,2020-04-17,Numero de Tarjeta de Credito,Critica,2026-01-20
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00488,2022-09-02,2023-03-13,Malware,Alta,899223,23789498.62,US-006710,user_regina95_6709,f2bf63929f7773845368b3b007f3ee59,Costa Rica,2026-07-24,Numero de Identificacion,Alta,2023-04-18
Adams LLC,Tecnologia,Mexico,2500,BR-00690,2022-07-03,2022-12-14,Credenciales Filtradas de Terceros,Alta,4167168,21136367.53,US-004958,user_robert34_4957,82ff1ac9d1fd87889287e35b7d9046e2,Ecuador,2017-05-30,Correo Electronico,Media,2023-01-09
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00192,2024-01-03,2024-05-23,Configuracion Erronea de Servidor,Baja,760818,17495533.41,US-005487,user_leebrandon_5486,0680e7fefa46e8e0ac6b2d75aa65d423,Espana,2022-05-15,Numero de Tarjeta de Credito,Critica,2024-08-03
Harris-Allen,Retail,Mexico,25000,BR-00262,2026-07-28,2026-09-22,Inyeccion SQL,Media,3708157,87575.6,US-001599,user_tylerhughes_1598,a8cfbe1a104cd11d87c94cf03584bbd5,Chile,2020-12-14,Historial de Transacciones,Alta,2026-09-22
"Stephens, Hayes and Holmes",Telecomunicaciones,Argentina,250,BR-00193,2023-08-01,2023-09-16,Malware,Baja,2766826,2668125.32,US-007760,user_brent27_7759,b2fd90365c609c9224440a4eb34d25e9,Ecuador,2023-11-03,Nombre Completo,Baja,2023-09-29
Lynn-Garcia,Energia,Mexico,25000,BR-00286,2026-08-17,2026-09-22,Phishing,Alta,61937,20991661.4,US-003505,user_karacampos_3504,403605bef874afb34facb4a59a77641d,Uruguay,2024-05-29,Nombre Completo,Baja,2026-09-22
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00017,2021-11-10,2022-06-19,Inyeccion SQL,Media,3280048,10990788.37,US-004594,user_martinezvictoria_4593,b97447624198516a20fc375796080fda,Colombia,2017-09-01,Correo Electronico,Media,2022-08-25
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00447,2024-05-12,2024-09-10,Ransomware,Alta,4815383,8999707.73,US-007479,user_jamescollier_7478,6a07e581b74bb8f8a7f59d61494ec53a,Brasil,2018-01-16,Historial Medico,Critica,2024-10-30
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00346,2021-10-20,2022-02-12,Ransomware,Baja,3669530,6978556.27,US-003000,user_morasarah_2999,b40a9cfcdfa4c823485826f39146e6ef,Uruguay,2020-10-11,Numero de Identificacion,Alta,2022-04-22
Lynn-Garcia,Energia,Mexico,25000,BR-00571,2022-05-10,2022-09-09,Explotacion de Vulnerabilidad Sin Parche,Baja,238123,19306851.33,US-005047,user_rfuentes_5046,7a9a0d6a9897afa345de9604061ab202,Colombia,2018-07-05,Numero de Tarjeta de Credito,Critica,2022-10-07
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00698,2022-05-06,2022-11-30,Configuracion Erronea de Servidor,Alta,3667278,7498586.68,US-001240,user_thomas98_1239,1e6f6ce5bd10b59f624eb9c30ae9931b,Chile,2019-05-15,Historial Medico,Critica,2023-01-04
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00049,2025-02-15,2025-04-07,Ataque de Fuerza Bruta,Alta,3613576,24249686.14,US-002838,user_ellisbrett_2837,46f1ebfe5dae36335d5fb91b6593e147,Peru,2020-06-03,Correo Electronico,Media,2025-06-30
Miller-Smith,Turismo,Mexico,50,BR-00683,2022-01-01,2022-04-28,Phishing,Critica,1418761,10538426.52,US-006504,user_wilsonmichael_6503,bd69864ae487a9b99c1af12277b02173,Brasil,2021-09-03,Direccion Fisica,Media,2022-07-26
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00447,2024-05-12,2024-09-10,Ransomware,Alta,4815383,8999707.73,US-003353,user_gonzaleskatie_3352,dfc06faf93d2af24978c33d71da58468,Estados Unidos,2024-05-13,Fecha de Nacimiento,Baja,2024-09-22
Walton LLC,Salud,Espana,2500,BR-00681,2026-07-26,2026-09-22,Ataque a Cadena de Suministro,Baja,1870438,6691195.7,US-004425,user_judith79_4424,a0ff9405969d6882d22da664acdfa696,Peru,2018-04-07,Historial Medico,Critica,2026-09-22
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00308,2023-03-17,2023-09-18,Inyeccion SQL,Baja,1277271,8143973.31,US-002979,user_melissa55_2978,d36b33a41aa9e1f3d68498f34f889bc0,Argentina,2020-09-24,Historial Medico,Critica,2023-11-27
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00017,2021-11-10,2022-06-19,Inyeccion SQL,Media,3280048,10990788.37,US-006034,user_amanda57_6033,e26c4484763411d6a8d8f1497ec44011,Costa Rica,2017-02-23,Direccion Fisica,Media,2022-09-02
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00115,2025-12-28,2026-02-15,Malware,Alta,2101226,6804276.87,US-005453,user_jessemason_5452,a61893d025be71bbd171933f26fc07d9,Mexico,2024-12-07,Historial Medico,Critica,2026-03-04
Collins-Harris,Educacion,Peru,1000,BR-00673,2024-03-20,2024-04-12,Phishing,Alta,4965148,5215425.09,US-004253,user_zacharyarmstrong_4252,4f6746f6e405a430e37b5e9d3ef29d8d,Peru,2020-12-10,Numero Telefonico,Baja,2024-04-29
Collins-Harris,Educacion,Peru,1000,BR-00512,2026-07-21,2026-09-12,Explotacion de Vulnerabilidad Sin Parche,Media,3108973,21724784.98,US-003361,user_melvin42_3360,59bf67d57ecde878d6b488aaa10bc935,Costa Rica,2023-05-16,Historial de Transacciones,Alta,2026-09-22
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00455,2023-08-25,2023-09-26,Malware,Media,4442054,4386429.45,US-007338,user_gerald34_7337,b6b68dea89d3d10d745acae6055518ce,Colombia,2022-12-22,Historial Medico,Critica,2023-11-22
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00567,2023-09-19,2023-12-14,Credenciales Filtradas de Terceros,Baja,4387430,8318369.76,US-003929,user_johnallen_3928,2e673bfc7d1a2667350ab1a645ee7d75,Estados Unidos,2023-08-14,Fecha de Nacimiento,Baja,2024-01-08
Walton LLC,Salud,Espana,2500,BR-00682,2026-07-17,2026-09-22,Configuracion Erronea de Servidor,Alta,1849392,21415321.13,US-003100,user_victoriamunoz_3099,318fcd4c1af50b11b5c213e055b299d3,Panama,2023-03-08,Contrasena,Alta,2026-09-22
Vargas PLC,Gobierno,Brasil,100,BR-00052,2026-09-18,2026-09-22,Credenciales Filtradas de Terceros,Alta,4113525,23951134.59,US-006854,user_joseph14_6853,6a107aa0a8bee0866925730b3f19cf69,Uruguay,2017-02-13,Nombre Completo,Baja,2026-09-22
"Mack, White and Mckinney",Salud,Mexico,100,BR-00010,2026-04-01,2026-08-22,Ataque de Fuerza Bruta,Critica,2371984,4988373.05,US-004501,user_robertatkinson_4500,2340c71110c5f96e91b07942345fdde1,Estados Unidos,2018-05-25,Direccion Fisica,Media,2026-09-22
Cruz-Schultz,Energia,Panama,50,BR-00296,2024-01-02,2024-05-08,Inyeccion SQL,Critica,1191889,6047846.88,US-002031,user_morrowjason_2030,a617710072284a503ed58b3d1f2f0279,Panama,2021-11-25,Contrasena,Alta,2024-05-17
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00247,2025-12-05,2026-02-09,Phishing,Alta,2819733,12531904.76,US-006140,user_kruegerlisa_6139,ee167cae2546ce3fcaa27f8707029e7d,Costa Rica,2018-12-30,Correo Electronico,Media,2026-03-01
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00063,2025-01-30,2025-04-05,Phishing,Alta,2252587,13582057.95,US-003312,user_dherrera_3311,2d25a3cda42a74ee2c4e44502ad8e173,Brasil,2018-12-13,Nombre Completo,Baja,2025-04-13
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00371,2025-03-09,2025-06-27,Ransomware,Alta,659674,18820546.56,US-002453,user_websterdaniel_2452,e9ce85eb93f4e2f0c8f73a553218eb01,Ecuador,2022-10-23,Nombre Completo,Baja,2025-07-04
Lynn-Garcia,Energia,Mexico,25000,BR-00612,2023-12-28,2024-05-12,Ataque de Fuerza Bruta,Media,3758593,16544430.45,US-005723,user_everettalisha_5722,d09813bb2ceeed6bab9ab72f3c3da9ca,Estados Unidos,2020-03-10,Historial de Transacciones,Alta,2024-05-17
Johnson Group,Tecnologia,Uruguay,50000,BR-00358,2026-04-12,2026-07-17,Explotacion de Vulnerabilidad Sin Parche,Media,3299384,15751931.49,US-007660,user_cunninghambobby_7659,984cfe4e693a7e751bc6c656b30207ac,Mexico,2023-12-15,Contrasena,Alta,2026-09-05
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00350,2023-02-17,2023-06-21,Configuracion Erronea de Servidor,Alta,2746380,10443458.85,US-001706,user_marshallgregory_1705,74aa23dab645e55d32d7a3acda60ab1d,Peru,2018-01-29,Fecha de Nacimiento,Baja,2023-09-05
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00122,2025-04-04,2025-10-21,Phishing,Media,2953241,14532343.75,US-002216,user_lglenn_2215,41fa802d0a583ac5cbdba61d9aa82f4e,Argentina,2020-05-08,Historial de Transacciones,Alta,2025-11-14
Vargas PLC,Gobierno,Brasil,100,BR-00264,2025-03-20,2025-05-28,Ransomware,Alta,1034579,9210344.41,US-004167,user_whitakerwanda_4166,d0ea67567e80fb7b865ba7fc05588a55,Peru,2023-08-29,Numero de Identificacion,Alta,2025-08-14
Murphy-Mullins,Retail,Ecuador,1000,BR-00332,2026-07-17,2026-09-22,Insider Malicioso,Critica,4975918,1089569.46,US-004961,user_mckenziejacqueline_4960,ff74e6ea037c0736b6594786e5578d69,Panama,2020-02-08,Numero Telefonico,Baja,2026-09-22
Freeman-Martin,Educacion,Colombia,2500,BR-00738,2024-08-01,2024-11-25,Credenciales Filtradas de Terceros,Critica,286888,17143839.85,US-002397,user_austin92_2396,1c29c6200dc23198eb5b48a04ae3b912,Peru,2022-08-27,Contrasena,Alta,2025-01-28
Kemp-Perez,Finanzas,Costa Rica,100,BR-00157,2023-06-30,2023-12-17,Malware,Media,257245,23129573.8,US-001905,user_pgoodman_1904,08c6fcc0b56ee6d364366832780ae1c4,Ecuador,2021-03-23,Numero de Tarjeta de Credito,Critica,2024-03-09
Conrad PLC,Gobierno,Peru,50,BR-00599,2021-09-22,2021-11-26,Credenciales Filtradas de Terceros,Baja,2707870,10356648.1,US-000041,user_annwise_40,46233403160faac39c028d0bc74b141a,Panama,2022-06-08,Nombre Completo,Baja,2022-01-24
Goodman PLC,Turismo,Ecuador,50000,BR-00367,2022-07-06,2022-12-13,Ransomware,Alta,1100497,8239933.14,US-007863,user_barnesbryan_7862,37e6fb8bf29ba2c61c9a5c36482b1c4b,Chile,2021-10-27,Historial Medico,Critica,2023-01-27
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00279,2024-08-28,2025-04-16,Explotacion de Vulnerabilidad Sin Parche,Baja,2965900,12304721.54,US-002003,user_katherinetaylor_2002,0dbb8f3b57ee17b71509b4344d0171fb,Uruguay,2025-05-26,Historial de Transacciones,Alta,2025-05-30
Freeman-Martin,Educacion,Colombia,2500,BR-00771,2025-01-11,2025-05-09,Configuracion Erronea de Servidor,Critica,2896858,24127384.17,US-000729,user_mtyler_728,3e8264b53a67b7e2ad0f2843e6b21e44,Chile,2021-11-18,Direccion Fisica,Media,2025-05-29
Reed Group,Salud,Colombia,25000,BR-00056,2025-05-26,2025-10-20,Insider Malicioso,Media,1443883,11740817.74,US-007551,user_greenryan_7550,38f55f8de22ba07b09262b53a04e7edd,Chile,2019-01-17,Fecha de Nacimiento,Baja,2025-10-22
Bonilla-Reynolds,Gobierno,Brasil,50,BR-00168,2023-04-02,2023-04-16,Ataque a Cadena de Suministro,Alta,4332186,21938851.03,US-004990,user_gwalker_4989,e3e44a4967deaacff1b41572f70a2f9c,Costa Rica,2021-04-04,Historial Medico,Critica,2023-06-22
Kemp-Perez,Finanzas,Costa Rica,100,BR-00132,2023-04-08,2023-11-18,Ransomware,Baja,1214439,22802647.17,US-002338,user_rsimmons_2337,c125c08271b41c04bba63b534b891769,Uruguay,2017-09-22,Numero de Identificacion,Alta,2023-11-22
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00432,2025-12-13,2026-06-28,Phishing,Alta,4732792,17005556.86,US-001440,user_underwooddavid_1439,ee5357817e6e13a85bb0dd8e5cc9432a,Chile,2018-01-12,Fecha de Nacimiento,Baja,2026-08-09
Gallegos-Wilkerson,Salud,Panama,25000,BR-00234,2021-12-16,2022-02-26,Configuracion Erronea de Servidor,Media,2070092,12749640.05,US-001174,user_katelynlynn_1173,d493206e5f9c9491c5c2d833a3da6c23,Mexico,2024-05-18,Contrasena,Alta,2022-05-08
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00432,2025-12-13,2026-06-28,Phishing,Alta,4732792,17005556.86,US-005559,user_jason45_5558,cfc5cf8f8540ad18d58ecf11edb50f40,Peru,2023-11-04,Numero Telefonico,Baja,2026-09-05
Kemp-Perez,Finanzas,Costa Rica,100,BR-00483,2025-05-12,2025-09-05,Explotacion de Vulnerabilidad Sin Parche,Alta,1588181,8324254.67,US-001996,user_jeffrey76_1995,9fd329bbd4999c69a0ca70521d7b167c,Espana,2021-10-24,Nombre Completo,Baja,2025-10-25
"Mack, White and Mckinney",Salud,Mexico,100,BR-00577,2026-05-17,2026-07-25,Inyeccion SQL,Baja,196396,16086733.13,US-003969,user_choffman_3968,c26bbab2c53606cc4fc7612638bb3916,Peru,2020-05-21,Numero de Tarjeta de Credito,Critica,2026-09-18
Johnson Group,Tecnologia,Uruguay,50000,BR-00566,2021-12-31,2022-04-18,Ataque de Fuerza Bruta,Media,2295537,7181312.28,US-003016,user_katherine63_3015,66d905694b4e24fd17524d2451ce3e64,Brasil,2025-08-03,Correo Electronico,Media,2022-05-14
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00464,2025-04-14,2025-08-22,Explotacion de Vulnerabilidad Sin Parche,Critica,554783,23747209.29,US-000168,user_kristahartman_167,43323b62d666a64eff00685560d7da3d,Espana,2023-11-27,Fecha de Nacimiento,Baja,2025-11-17
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00346,2021-10-20,2022-02-12,Ransomware,Baja,3669530,6978556.27,US-003319,user_pphillips_3318,c74bf6ba422e47db935d0d8bcf5bd868,Panama,2022-12-09,Fecha de Nacimiento,Baja,2022-04-23
Walton LLC,Salud,Espana,2500,BR-00196,2023-06-19,2023-06-26,Malware,Critica,4844879,9353457.39,US-006278,user_matthewmccarthy_6277,c284eb7f53860f809328b5691241969b,Espana,2020-11-08,Historial Medico,Critica,2023-09-23
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00407,2026-07-31,2026-09-22,Inyeccion SQL,Alta,143266,5608707.98,US-005636,user_stephanie25_5635,8178559f54c1ad6cd67f18197cbb8d8d,Estados Unidos,2020-03-01,Fecha de Nacimiento,Baja,2026-09-22
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00012,2024-08-31,2025-03-31,Ataque de Fuerza Bruta,Alta,2417136,7867840.32,US-005769,user_reedcheryl_5768,1510ad8a0d88fe4871b897df697884ed,Panama,2025-06-21,Numero de Tarjeta de Credito,Critica,2025-05-02
Conrad PLC,Gobierno,Peru,50,BR-00688,2026-03-22,2026-06-03,Credenciales Filtradas de Terceros,Media,1797103,23838441.89,US-001527,user_brandoncampbell_1526,e2be3c0c315d1d2d21bcd5f1b4a68a78,Espana,2018-01-26,Numero de Tarjeta de Credito,Critica,2026-08-02
Mccormick PLC,Tecnologia,Colombia,1000,BR-00395,2021-12-31,2022-08-25,Ataque de Fuerza Bruta,Critica,1079847,7822859.27,US-002765,user_kennedykaren_2764,9272b57922cf0dbdd025219c7a36c2d8,Uruguay,2023-12-27,Historial Medico,Critica,2022-09-28
Powell Ltd,Gobierno,Brasil,50,BR-00050,2024-07-20,2025-01-05,Configuracion Erronea de Servidor,Alta,3832048,23648604.88,US-001302,user_carrie52_1301,00311bcec8ee2a07d9c0d9e08bee8985,Brasil,2023-05-15,Nombre Completo,Baja,2025-03-07
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00004,2024-05-29,2025-01-10,Inyeccion SQL,Media,4594892,6011042.42,US-002938,user_phuff_2937,c1ae2f1e607532eeaf390dd4e9604662,Colombia,2018-05-05,Numero de Identificacion,Alta,2025-03-13
"Stephens, Hayes and Holmes",Telecomunicaciones,Argentina,250,BR-00707,2021-12-21,2022-05-18,Inyeccion SQL,Media,3654475,16740471.61,US-006366,user_ericrussell_6365,e73e6cbdbf7706b1cfc9da41102e784d,Brasil,2021-04-25,Fecha de Nacimiento,Baja,2022-06-02
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00434,2022-04-14,2022-07-08,Configuracion Erronea de Servidor,Baja,2628545,15845713.62,US-002454,user_williamsandrew_2453,e1a412e2f49c109954cf3e3e8171336b,Colombia,2016-12-26,Correo Electronico,Media,2022-08-10
Hughes LLC,Tecnologia,Argentina,25000,BR-00231,2023-10-03,2024-03-03,Insider Malicioso,Critica,4373969,14689506.93,US-007814,user_pcontreras_7813,c0adef3eef91a30d7e041305062dd155,Brasil,2018-09-11,Nombre Completo,Baja,2024-03-19
Cruz PLC,Gobierno,Peru,100,BR-00412,2026-05-02,2026-09-22,Configuracion Erronea de Servidor,Alta,3438993,10183010.65,US-006678,user_penabrenda_6677,289b869672f9420082b86f73e224b096,Uruguay,2024-09-03,Nombre Completo,Baja,2026-09-22
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00357,2023-08-25,2024-03-24,Credenciales Filtradas de Terceros,Critica,4006794,12882194.04,US-005192,user_ann05_5191,e5d3488af054ef4ca83d4e3bb423f5c3,Estados Unidos,2025-09-04,Correo Electronico,Media,2024-04-24
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00276,2026-01-06,2026-06-26,Malware,Media,1547917,23050304.03,US-000326,user_robert50_325,a66e61812ad92b0cf1fd39d83f314f84,Colombia,2022-12-29,Direccion Fisica,Media,2026-08-15
Cruz PLC,Gobierno,Peru,100,BR-00529,2025-05-27,2026-01-16,Ransomware,Critica,3750483,16432726.66,US-004914,user_jeffrey72_4913,159b8f19a097264f8817338bbb14ea86,Colombia,2026-02-10,Numero de Tarjeta de Credito,Critica,2026-02-25
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00041,2025-11-01,2026-06-23,Ataque a Cadena de Suministro,Baja,4861065,22809261.61,US-004923,user_adam53_4922,773a851c461273a14192c988e7976b16,Uruguay,2018-02-20,Nombre Completo,Baja,2026-07-26
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00615,2023-08-04,2023-09-02,Ransomware,Media,3460620,4520680.18,US-000557,user_svargas_556,28b17f07bf260cca1fc3532c61445708,Panama,2017-12-09,Numero de Identificacion,Alta,2023-10-09
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00037,2025-12-15,2026-04-11,Ataque a Cadena de Suministro,Alta,4359577,2024513.02,US-001830,user_aaroncarr_1829,c88e825696c8b18a11917373a1cdfeab,Ecuador,2022-08-22,Nombre Completo,Baja,2026-05-26
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00695,2025-04-10,2025-10-12,Credenciales Filtradas de Terceros,Critica,1666336,18154776.33,US-007833,user_mdixon_7832,2a9e82b0760e11d5d51afd148ef1ec69,Ecuador,2023-05-27,Direccion Fisica,Media,2025-11-28
Conrad PLC,Gobierno,Peru,50,BR-00531,2026-08-24,2026-09-22,Credenciales Filtradas de Terceros,Critica,4716044,24582952.74,US-001620,user_ecarter_1619,3ba4e87e0f181e728c70d4c049155614,Uruguay,2024-07-27,Contrasena,Alta,2026-09-22
Goodman PLC,Turismo,Ecuador,50000,BR-00244,2022-06-12,2023-01-22,Credenciales Filtradas de Terceros,Critica,3802168,15505095.15,US-007255,user_taylormatthew_7254,511957836855d0348b490ab62e38fcbd,Uruguay,2023-07-16,Direccion Fisica,Media,2023-02-13
Johnson Group,Tecnologia,Uruguay,50000,BR-00573,2023-02-16,2023-03-22,Inyeccion SQL,Alta,1479715,10973446.75,US-000401,user_pamelastafford_400,5cf3d0e944c97cbcf750ad754bfd588c,Peru,2017-10-19,Direccion Fisica,Media,2023-04-17
