nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
Adams LLC,Tecnologia,Mexico,2500,BR-00719,2022-12-30,2023-03-02,Ataque de Fuerza Bruta,Media,3855162,7637447.18,US-006809,user_esims_6808,de18e12fa4e67fd5646d0c9750b70848,Brasil,2023-10-05,Direccion Fisica,Media,2023-05-23
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00596,2021-09-23,2021-10-06,Ataque a Cadena de Suministro,Baja,1748285,14782697.67,US-002504,user_peter74_2503,c8696bbf150aae64376b98bdf0cdf0de,Panama,2018-07-17,Contrasena,Alta,2021-10-25
Lynn-Garcia,Energia,Mexico,25000,BR-00612,2023-12-28,2024-05-12,Ataque de Fuerza Bruta,Media,3758593,16544430.45,US-006594,user_xwalker_6593,c18e24c32bc1a4da5e4bb506cb497ef9,Peru,2024-02-28,Historial Medico,Critica,2024-06-18
Lynn-Garcia,Energia,Mexico,25000,BR-00286,2026-08-17,2026-09-22,Phishing,Alta,61937,20991661.4,US-001075,user_brookeshaw_1074,bfe01a3b639dadd0f662a90393bf6253,Mexico,2024-04-12,Historial de Transacciones,Alta,2026-09-22
Vargas PLC,Gobierno,Brasil,100,BR-00076,2022-09-24,2022-12-29,Ataque de Fuerza Bruta,Baja,1600658,19737287.81,US-005019,user_timothy76_5018,9c8a309e9864b5cd7f7d70add6c21f4c,Estados Unidos,2022-06-14,Numero de Identificacion,Alta,2023-01-07
"Mack, White and Mckinney",Salud,Mexico,100,BR-00514,2021-11-21,2022-02-22,Insider Malicioso,Critica,213896,19978249.67,US-001732,user_amanda96_1731,e587377aa84524f17046ca5c8196a481,Espana,2023-08-28,Numero de Tarjeta de Credito,Critica,2022-02-26
Lynn-Garcia,Energia,Mexico,25000,BR-00348,2023-11-12,2024-05-12,Ataque a Cadena de Suministro,Alta,1434821,3502229.18,US-005104,user_chavezemma_5103,e20c300f0f340241085d29df7a06ba61,Ecuador,2019-11-24,Correo Electronico,Media,2024-05-29
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00611,2023-08-01,2023-08-26,Ransomware,Baja,2209043,5693408.11,US-005063,user_stanleykevin_5062,0683a5a72953f609e83d9f80828e721d,Peru,2019-05-04,Historial Medico,Critica,2023-09-22
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00204,2024-09-07,2025-01-22,Credenciales Filtradas de Terceros,Alta,1984915,23874507.04,US-000206,user_jose92_205,e3b30a439654e6dbbb47093afa92fd37,Chile,2025-03-19,Numero de Tarjeta de Credito,Critica,2025-02-22
Reed-Weiss,Gobierno,Uruguay,100,BR-00023,2022-12-09,2023-05-30,Ransomware,Media,2833079,16755059.48,US-007314,user_baxterchristopher_7313,5a777f05b69e0fbd00987b53698bafda,Peru,2024-08-07,Direccion Fisica,Media,2023-07-14
Freeman-Martin,Educacion,Colombia,2500,BR-00101,2022-09-05,2023-03-18,Inyeccion SQL,Alta,1964102,21313582.37,US-000451,user_christopher62_450,529f88f52a72ce77de52d53878d28038,Ecuador,2017-04-04,Numero de Identificacion,Alta,2023-05-03
Gallegos-Wilkerson,Salud,Panama,25000,BR-00234,2021-12-16,2022-02-26,Configuracion Erronea de Servidor,Media,2070092,12749640.05,US-000091,user_christina10_90,f0170fcc360853c898c870c275e06cf1,Estados Unidos,2026-01-19,Historial Medico,Critica,2022-03-20
Bell-Williams,Retail,Colombia,250,BR-00620,2026-07-08,2026-08-31,Credenciales Filtradas de Terceros,Critica,1225835,23907766.72,US-001397,user_qadams_1396,8d157d887a58a4f44947ac3b2b7eb913,Estados Unidos,2021-01-29,Correo Electronico,Media,2026-09-22
Cruz PLC,Gobierno,Peru,100,BR-00569,2024-08-15,2024-09-03,Ransomware,Media,4413524,18060505.88,US-006231,user_john94_6230,7f033d55f0d79621071f86dd312809e5,Ecuador,2023-01-21,Direccion Fisica,Media,2024-11-29
Collins-Harris,Educacion,Peru,1000,BR-00322,2024-03-14,2024-10-01,Configuracion Erronea de Servidor,Alta,3745894,20712728.42,US-002445,user_vasquezjason_2444,675f30f19ed45fa92bce302c6c75a6e9,Colombia,2025-06-03,Direccion Fisica,Media,2024-12-26
Vargas PLC,Gobierno,Brasil,100,BR-00678,2022-10-22,2023-02-21,Ataque de Fuerza Bruta,Alta,3135547,24221969.24,US-003839,user_maria38_3838,a702eb9df2278cf3ce0d49de391c01fa,Costa Rica,2017-09-30,Nombre Completo,Baja,2023-05-07
Collins-Harris,Educacion,Peru,1000,BR-00673,2024-03-20,2024-04-12,Phishing,Alta,4965148,5215425.09,US-003655,user_nruiz_3654,6a44afc4d8a09185245fea6ce98e05e6,Brasil,2020-11-05,Nombre Completo,Baja,2024-06-04
Cruz PLC,Gobierno,Peru,100,BR-00703,2022-01-19,2022-09-03,Credenciales Filtradas de Terceros,Media,4338861,6636107.83,US-002241,user_bchristian_2240,50d45ac48051dd794c0415422a07f189,Mexico,2020-02-03,Fecha de Nacimiento,Baja,2022-10-21
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00353,2022-11-05,2023-04-10,Configuracion Erronea de Servidor,Baja,775375,7623049.6,US-004864,user_wlivingston_4863,37882f6505ee287f8777210c7c9727a2,Costa Rica,2016-10-31,Contrasena,Alta,2023-06-17
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00605,2026-05-26,2026-07-29,Insider Malicioso,Alta,4187784,8383503.84,US-003580,user_oodonnell_3579,7b14ead10eee6782b98e82b415248682,Chile,2024-01-02,Numero de Tarjeta de Credito,Critica,2026-07-31
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00203,2024-01-30,2024-07-18,Malware,Critica,2394259,15134560.83,US-002148,user_eramsey_2147,fe1764745738060712490ee0743e0804,Costa Rica,2016-11-03,Correo Electronico,Media,2024-10-11
Walton LLC,Salud,Espana,2500,BR-00085,2025-06-13,2025-10-28,Ransomware,Alta,1886002,6675161.07,US-002876,user_morrisbrenda_2875,7685a5cf9c9090dc654e2597f92b34fc,Panama,2024-07-05,Numero de Identificacion,Alta,2025-11-27
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00502,2023-05-26,2023-11-09,Configuracion Erronea de Servidor,Baja,3984719,23534880.96,US-002019,user_jennifer29_2018,2913198720f53e0b0f1b0da79a99712d,Espana,2022-04-02,Nombre Completo,Baja,2024-01-06
Hunt PLC,Finanzas,Ecuador,100,BR-00271,2023-02-25,2023-04-01,Phishing,Alta,189848,6096393.71,US-003773,user_yanderson_3772,ab050b92a1215432a0b0dbf444f6d173,Panama,2017-01-22,Contrasena,Alta,2023-04-24
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00083,2025-11-03,2026-01-06,Explotacion de Vulnerabilidad Sin Parche,Critica,3946632,414406.06,US-000730,user_piercefrancisco_729,3de90d125bd6ffb509b51ce71c22e086,Ecuador,2021-01-06,Direccion Fisica,Media,2026-02-14
Cruz PLC,Gobierno,Peru,100,BR-00412,2026-05-02,2026-09-22,Configuracion Erronea de Servidor,Alta,3438993,10183010.65,US-001886,user_jason32_1885,dd67a19876a0ce8c1ba483803aa1ac7c,Panama,2023-02-23,Numero Telefonico,Baja,2026-09-22
Kemp-Perez,Finanzas,Costa Rica,100,BR-00333,2024-12-04,2025-01-17,Configuracion Erronea de Servidor,Media,2069050,2173385.57,US-004575,user_hunter63_4574,c24c160d0c644d8d6d76ef9e3286069b,Brasil,2019-03-08,Historial de Transacciones,Alta,2025-04-12
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00082,2023-06-30,2024-02-14,Ataque a Cadena de Suministro,Alta,3850548,8203938.09,US-000331,user_bakerrobert_330,703253cc83bc985cbd953d308a70d352,Colombia,2019-10-21,Numero Telefonico,Baja,2024-04-06
Little-Garcia,Manufactura,Panama,50,BR-00053,2021-09-24,2021-12-06,Ransomware,Alta,3955746,10427987.07,US-005835,user_larrywillis_5834,0c00071c1e3dd46ac9ae20fccffa0736,Argentina,2017-10-11,Correo Electronico,Media,2022-01-25
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00238,2023-11-14,2024-06-23,Insider Malicioso,Critica,1344599,18855517.13,US-006354,user_perezgregory_6353,376a028ad6ece1201b76efc8482dacef,Colombia,2025-11-21,Numero de Tarjeta de Credito,Critica,2024-06-30
Bell-Williams,Retail,Colombia,250,BR-00137,2021-10-05,2021-12-27,Credenciales Filtradas de Terceros,Alta,1451683,19171823.85,US-007120,user_michaelhopkins_7119,5d1c771537f45b40a5329d894e420509,Argentina,2018-12-24,Direccion Fisica,Media,2022-01-16
Mccormick PLC,Tecnologia,Colombia,1000,BR-00604,2024-02-03,2024-07-31,Ataque de Fuerza Bruta,Alta,4874789,4413124.88,US-003111,user_stephanie89_3110,54ba1cf7fec3bea8135aea6f9d854977,Ecuador,2019-05-01,Historial Medico,Critica,2024-10-01
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00373,2024-08-13,2024-12-31,Inyeccion SQL,Media,1729131,17257479.45,US-006589,user_thompsonjessica_6588,70257d337a1db9466c553d8f6488a822,Ecuador,2019-05-23,Correo Electronico,Media,2025-03-04
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00012,2024-08-31,2025-03-31,Ataque de Fuerza Bruta,Alta,2417136,7867840.32,US-005405,user_mwhite_5404,8c3aa0e28e58a7049f71a35043a5ad58,Mexico,2024-09-27,Historial Medico,Critica,2025-05-04
Conrad PLC,Gobierno,Peru,50,BR-00688,2026-03-22,2026-06-03,Credenciales Filtradas de Terceros,Media,1797103,23838441.89,US-001527,user_brandoncampbell_1526,e2be3c0c315d1d2d21bcd5f1b4a68a78,Espana,2018-01-26,Correo Electronico,Media,2026-06-11
Miller-Smith,Turismo,Mexico,50,BR-00686,2026-02-21,2026-09-22,Phishing,Baja,847389,14731403.38,US-004608,user_stevenskimberly_4607,b89fa1d21283c67cd2fcde32f9868983,Estados Unidos,2025-12-18,Direccion Fisica,Media,2026-09-22
Gallegos-Wilkerson,Salud,Panama,25000,BR-00323,2023-10-19,2024-02-27,Inyeccion SQL,Baja,422849,1924220.27,US-000327,user_rachelmartin_326,b64ab6b31b9134222676738942bc1328,Mexico,2018-07-14,Fecha de Nacimiento,Baja,2024-03-27
Reed Group,Salud,Colombia,25000,BR-00621,2025-02-11,2025-05-24,Ataque de Fuerza Bruta,Baja,1855821,19149308.01,US-001854,user_albert11_1853,4b1c667b34de135aff706da0e11b44b5,Mexico,2021-07-03,Numero de Identificacion,Alta,2025-05-30
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00723,2025-11-21,2026-05-16,Malware,Media,4096843,9940487.17,US-007300,user_harmonshaun_7299,1822c458c457a837233841f739506ad7,Peru,2023-10-19,Fecha de Nacimiento,Baja,2026-07-03
Collins-Harris,Educacion,Peru,1000,BR-00676,2025-10-10,2025-12-17,Inyeccion SQL,Critica,4471124,23187475.02,US-001940,user_chandlerdaniel_1939,aa038e5c737e2dbf1670d36384d0654e,Chile,2025-08-03,Historial de Transacciones,Alta,2026-02-06
Goodman PLC,Turismo,Ecuador,50000,BR-00054,2022-09-27,2023-04-08,Inyeccion SQL,Baja,3060281,22928951.52,US-003905,user_pgarcia_3904,0e9458f29433277b1a901199cc748816,Brasil,2017-05-25,Contrasena,Alta,2023-06-13
Hunt PLC,Finanzas,Ecuador,100,BR-00188,2023-11-16,2024-03-07,Explotacion de Vulnerabilidad Sin Parche,Alta,764682,1485265.47,US-001712,user_robertthomas_1711,e0ce0a9f15775295f83644ae160dc191,Brasil,2023-04-09,Numero de Identificacion,Alta,2024-04-11
Hunt PLC,Finanzas,Ecuador,100,BR-00684,2025-03-16,2025-07-27,Phishing,Media,3716898,24758241.11,US-003530,user_lisa25_3529,0ae80a299c1ef7474ba5eaf5dcb8aec2,Peru,2018-01-06,Historial Medico,Critica,2025-10-18
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00099,2023-11-19,2024-05-29,Ransomware,Alta,1213282,21104007.57,US-003702,user_iturner_3701,72c25cdc040fda8b35d76eda439a3c6e,Colombia,2019-09-10,Numero de Identificacion,Alta,2024-07-01
Conrad PLC,Gobierno,Peru,50,BR-00469,2025-10-09,2026-03-09,Malware,Media,4276063,19485179.85,US-005816,user_stephenthompson_5815,52cf65b65db4fd3c1202993c76bca86a,Espana,2017-12-03,Numero Telefonico,Baja,2026-04-30
Davis-Kelley,Energia,Colombia,250,BR-00351,2024-05-31,2024-12-21,Credenciales Filtradas de Terceros,Critica,1000525,1303967.36,US-000663,user_gomezangela_662,98daabc0c0b5e70d337b60546ecbee58,Peru,2018-10-01,Correo Electronico,Media,2025-03-07
Collins-Harris,Educacion,Peru,1000,BR-00619,2023-02-07,2023-08-03,Insider Malicioso,Baja,4255654,14675472.44,US-002428,user_walkerdawn_2427,3f614030965b26f78f3c8dc5903fb680,Costa Rica,2022-11-09,Direccion Fisica,Media,2023-09-11
Murphy-Mullins,Retail,Ecuador,1000,BR-00332,2026-07-17,2026-09-22,Insider Malicioso,Critica,4975918,1089569.46,US-003540,user_lfox_3539,a4731e9e89e8dcf144b5ef565e90083b,Panama,2025-08-03,Nombre Completo,Baja,2026-09-22
Miller-Smith,Turismo,Mexico,50,BR-00391,2023-05-15,2024-01-07,Malware,Baja,96117,15496749.62,US-000798,user_hcurtis_797,7551abec5b2d95383a78d7a8e3885bb9,Costa Rica,2024-04-30,Fecha de Nacimiento,Baja,2024-04-02
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00362,2025-01-31,2025-08-23,Configuracion Erronea de Servidor,Critica,1289981,18441579.29,US-004763,user_gardnermichael_4762,a7c2caa86eeabbb4437b72e97c653656,Costa Rica,2024-01-21,Historial Medico,Critica,2025-10-26
Cruz-Schultz,Energia,Panama,50,BR-00340,2023-09-12,2024-04-10,Credenciales Filtradas de Terceros,Baja,830618,4090172.98,US-001106,user_josephpena_1105,18dadba057033e7c463b7ee3151d816f,Panama,2023-07-26,Historial de Transacciones,Alta,2024-07-09
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00065,2022-06-06,2022-06-23,Ataque de Fuerza Bruta,Alta,2948261,12381411.01,US-007093,user_richard05_7092,cd58f4b0afc4354f27bcf547b9a3ac78,Brasil,2019-11-23,Nombre Completo,Baja,2022-09-06
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00396,2024-01-19,2024-06-07,Phishing,Critica,1815273,24780396.18,US-007153,user_adavis_7152,fa9defc589e3037fe06fa5fc28662b6b,Panama,2020-06-15,Direccion Fisica,Media,2024-07-24
Ward Ltd,Finanzas,Chile,50,BR-00370,2025-11-05,2025-12-10,Configuracion Erronea de Servidor,Baja,642293,24769429.17,US-003120,user_arnoldrichard_3119,5a20e008cd80187715b2904552a16158,Uruguay,2023-09-08,Fecha de Nacimiento,Baja,2025-12-13
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00660,2022-03-07,2022-07-26,Malware,Media,2588292,16299646.7,US-006775,user_amber29_6774,f8b84c47e6d425dd174ca53e668e4171,Espana,2025-01-26,Historial de Transacciones,Alta,2022-08-30
Vargas PLC,Gobierno,Brasil,100,BR-00264,2025-03-20,2025-05-28,Ransomware,Alta,1034579,9210344.41,US-006612,user_lauraschmidt_6611,dd388972fc7598fd546cd8641ca737cf,Chile,2019-06-28,Contrasena,Alta,2025-08-03
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00027,2025-07-07,2026-02-02,Explotacion de Vulnerabilidad Sin Parche,Baja,3144263,13539056.11,US-003803,user_robertprice_3802,896b4ee8c106dd762348cf99c481721f,Peru,2023-09-18,Numero Telefonico,Baja,2026-03-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00243,2022-04-25,2022-08-21,Phishing,Alta,2401463,16514137.5,US-005364,user_otorres_5363,9ef439283063eeb7e2a8cd68a1558330,Panama,2024-11-22,Nombre Completo,Baja,2022-08-28
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00347,2026-03-22,2026-04-25,Phishing,Media,4302767,8125549.59,US-007031,user_lnewton_7030,d37a44c51d7f2c68b98e49984efa5011,Ecuador,2026-05-05,Correo Electronico,Media,2026-06-22
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00424,2022-07-11,2023-01-23,Configuracion Erronea de Servidor,Media,2140217,12644971.16,US-001341,user_patrickespinoza_1340,e7ddc68f2d5fe37e5924d30256823424,Ecuador,2023-08-13,Correo Electronico,Media,2023-03-04
Collins-Harris,Educacion,Peru,1000,BR-00770,2024-12-12,2025-03-11,Ransomware,Alta,98964,12950801.88,US-001163,user_josephpeck_1162,fff428d114e76e2e2d947e1b5a06bad9,Ecuador,2019-07-15,Historial de Transacciones,Alta,2025-04-14
Adams-Fowler,Tecnologia,Brasil,100,BR-00211,2024-08-14,2024-08-28,Inyeccion SQL,Alta,4838091,515130.93,US-003830,user_paulsalazar_3829,ead59144fe233ff64c4ce2eb57200744,Chile,2017-08-12,Numero de Tarjeta de Credito,Critica,2024-10-19
Cruz PLC,Gobierno,Peru,100,BR-00412,2026-05-02,2026-09-22,Configuracion Erronea de Servidor,Alta,3438993,10183010.65,US-001564,user_michaelnorris_1563,7c47313b3bf616b268db989ec72c036f,Argentina,2021-08-14,Nombre Completo,Baja,2026-09-22
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00587,2025-04-11,2025-10-02,Ransomware,Alta,2928879,7237308.62,US-000977,user_ashlee51_976,e99133b1a61545b9b94d3fa83f79db7f,Uruguay,2023-09-10,Contrasena,Alta,2025-12-02
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00357,2023-08-25,2024-03-24,Credenciales Filtradas de Terceros,Critica,4006794,12882194.04,US-001085,user_psalazar_1084,6851faa3809acd69fbf887c38f964dc4,Peru,2022-11-25,Correo Electronico,Media,2024-04-25
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00433,2023-04-11,2023-04-20,Ataque de Fuerza Bruta,Baja,1978174,23017127.77,US-004072,user_nhinton_4071,02137e43a76cad276f3abd37c8304174,Uruguay,2025-07-31,Historial Medico,Critica,2023-05-27
Gallegos-Wilkerson,Salud,Panama,25000,BR-00647,2025-09-10,2026-01-22,Phishing,Media,1057737,5107934.21,US-007616,user_kaneana_7615,74a15383099554f82348945af6737703,Uruguay,2021-05-08,Direccion Fisica,Media,2026-01-24
Harris-Allen,Retail,Mexico,25000,BR-00097,2023-11-15,2024-02-15,Insider Malicioso,Alta,1465599,22764974.86,US-007216,user_luketate_7215,3e325a89c0390e8a6d5f9c58fc137649,Panama,2022-08-15,Numero de Tarjeta de Credito,Critica,2024-02-26
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00037,2025-12-15,2026-04-11,Ataque a Cadena de Suministro,Alta,4359577,2024513.02,US-004646,user_charlescook_4645,f42faf77bbf855a25e35302596dfba32,Peru,2019-08-20,Nombre Completo,Baja,2026-06-30
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00701,2026-04-15,2026-05-31,Phishing,Media,1566485,8359530.34,US-004426,user_dawn86_4425,809274b9c36a74ae6b75a1eb1e1bd987,Uruguay,2018-12-18,Contrasena,Alta,2026-07-12
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00496,2026-08-08,2026-09-22,Phishing,Critica,1703123,12226526.96,US-006304,user_anthony06_6303,56c7f2e8dd82763449a079db2dad9a00,Colombia,2026-02-10,Historial de Transacciones,Alta,2026-09-22
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00755,2022-06-05,2022-07-23,Configuracion Erronea de Servidor,Baja,1364912,6037141.61,US-005775,user_davidhammond_5774,0561ea7d61cff49fa2f2097acd9a66f3,Mexico,2025-05-14,Fecha de Nacimiento,Baja,2022-09-27
Little-Garcia,Manufactura,Panama,50,BR-00574,2026-05-27,2026-08-08,Ataque de Fuerza Bruta,Baja,928854,8224834.04,US-002636,user_madison56_2635,fefdc9f5cb535dd66781f9d617a67b75,Chile,2024-10-05,Numero de Identificacion,Alta,2026-09-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00259,2025-12-01,2026-01-25,Configuracion Erronea de Servidor,Baja,3244684,6615974.89,US-004638,user_robinbrooks_4637,90210156a8699c1a5473362be33c7f30,Colombia,2021-07-25,Nombre Completo,Baja,2026-02-10
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00016,2023-05-24,2023-09-16,Ataque de Fuerza Bruta,Media,3906915,5217598.08,US-005079,user_hannah13_5078,c62514d70962cb94243d6774bb0c2361,Panama,2021-09-09,Numero de Identificacion,Alta,2023-10-21
Brown and Sons,Tecnologia,Chile,100,BR-00320,2023-09-06,2024-03-14,Ransomware,Critica,3968786,12585211.8,US-004099,user_elliottchristopher_4098,a5bf96489d341b9e5a4cff6e76cbc49a,Estados Unidos,2023-09-10,Direccion Fisica,Media,2024-03-28
Farmer-Hurst,Manufactura,Espana,500,BR-00268,2025-04-14,2025-05-23,Credenciales Filtradas de Terceros,Baja,4139470,1549427.36,US-007254,user_marievasquez_7253,3031481cbcf900b87844c66db88d4be2,Colombia,2023-06-10,Historial de Transacciones,Alta,2025-07-04
Johnson Group,Tecnologia,Uruguay,50000,BR-00382,2024-02-10,2024-05-06,Configuracion Erronea de Servidor,Media,3040665,13746081.32,US-005141,user_wardryan_5140,c6211735dbfde1d919152f8e0ee3fa18,Colombia,2023-10-20,Direccion Fisica,Media,2024-06-30
Johnson Group,Tecnologia,Uruguay,50000,BR-00759,2025-07-31,2025-08-18,Insider Malicioso,Baja,4115068,15586515.88,US-003066,user_kelly16_3065,15212979255a327d0d299e4ba7ab4be6,Argentina,2019-04-08,Historial de Transacciones,Alta,2025-10-16
Freeman-Martin,Educacion,Colombia,2500,BR-00583,2025-03-30,2025-04-20,Phishing,Alta,2717084,985624.83,US-002475,user_kingerica_2474,d061b9f62e881c355227d0023d4746fa,Estados Unidos,2021-06-21,Numero de Tarjeta de Credito,Critica,2025-05-21
Bell-Williams,Retail,Colombia,250,BR-00307,2022-10-08,2023-01-17,Insider Malicioso,Critica,1599670,12704265.75,US-004305,user_stacey34_4304,cbd7bd94bfd1edbc61d5a7ded79e76a5,Uruguay,2023-01-08,Numero de Tarjeta de Credito,Critica,2023-01-25
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00502,2023-05-26,2023-11-09,Configuracion Erronea de Servidor,Baja,3984719,23534880.96,US-005404,user_maryrivera_5403,2a295e1d616bf1a74346ed9f8217c135,Costa Rica,2017-10-20,Numero de Identificacion,Alta,2023-12-27
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00379,2022-05-13,2022-09-08,Inyeccion SQL,Media,3846204,2989681.43,US-004739,user_chase24_4738,bf5de42ba6040080e56563d1e1f9ed15,Brasil,2019-04-11,Historial de Transacciones,Alta,2022-10-20
Adams-Fowler,Tecnologia,Brasil,100,BR-00610,2023-05-13,2023-11-23,Ransomware,Media,1482678,7376423.38,US-005973,user_philip13_5972,e92655127768675dac1ac25d51079ae2,Argentina,2025-02-18,Numero de Tarjeta de Credito,Critica,2023-12-08
"Fox, Odom and Colon",Retail,Chile,50000,BR-00015,2026-02-27,2026-03-10,Insider Malicioso,Critica,2802559,1003069.5,US-004731,user_derrick97_4730,243f7aef070b6f27f0b9e730b4dba475,Peru,2023-01-28,Nombre Completo,Baja,2026-05-10
Little-Garcia,Manufactura,Panama,50,BR-00200,2026-07-06,2026-08-12,Explotacion de Vulnerabilidad Sin Parche,Media,4119538,13070398.76,US-007468,user_reidtyler_7467,a420e835e7a17f50f8b77ec0f9e15860,Costa Rica,2021-06-28,Contrasena,Alta,2026-09-22
Conrad PLC,Gobierno,Peru,50,BR-00537,2022-05-12,2023-01-06,Ataque de Fuerza Bruta,Critica,118839,18300501.47,US-007799,user_clarsen_7798,c53a51ef4f8d3fd2d6046b630db34570,Chile,2020-05-03,Fecha de Nacimiento,Baja,2023-01-12
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00221,2023-04-12,2023-04-16,Explotacion de Vulnerabilidad Sin Parche,Media,3078247,21189807.61,US-004909,user_edward32_4908,9f58c3e0413b0792666da0ef89681f52,Espana,2026-06-20,Historial Medico,Critica,2023-05-30
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00030,2022-05-23,2022-08-02,Credenciales Filtradas de Terceros,Media,3609569,7198319.68,US-004173,user_rodneywilson_4172,820af257e89937e682b89b228105b072,Brasil,2026-01-13,Fecha de Nacimiento,Baja,2022-09-03
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00662,2024-06-23,2024-09-11,Insider Malicioso,Media,3621511,21454900.79,US-001711,user_levans_1710,7e90adc6419e1fc0654e0039dc75a021,Peru,2023-04-26,Historial Medico,Critica,2024-10-23
Brown and Sons,Tecnologia,Chile,100,BR-00253,2025-10-02,2025-11-13,Insider Malicioso,Alta,802494,16982748.99,US-007262,user_westwesley_7261,d8b42479207cb730d1459303fe454c82,Estados Unidos,2017-05-04,Numero de Tarjeta de Credito,Critica,2026-02-02
Cruz PLC,Gobierno,Peru,100,BR-00529,2025-05-27,2026-01-16,Ransomware,Critica,3750483,16432726.66,US-001486,user_cmartinez_1485,718fbc00a53c6943b396981597795053,Espana,2021-08-24,Historial de Transacciones,Alta,2026-02-26
Mccormick PLC,Tecnologia,Colombia,1000,BR-00395,2021-12-31,2022-08-25,Ataque de Fuerza Bruta,Critica,1079847,7822859.27,US-000154,user_donaldbutler_153,4f057e585653ed0141a9e70ef5ad6f88,Argentina,2019-01-01,Direccion Fisica,Media,2022-09-02
Collins-Harris,Educacion,Peru,1000,BR-00705,2026-08-04,2026-09-22,Ataque de Fuerza Bruta,Alta,4251105,2178978.71,US-000874,user_awade_873,f029a0539e4b2bcf4509e1aa23827cc9,Mexico,2023-05-17,Nombre Completo,Baja,2026-09-22
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00068,2023-09-09,2023-10-21,Ataque de Fuerza Bruta,Baja,497892,7162982.58,US-007070,user_zhenson_7069,9799549399403ab3001ac5d0782e9984,Peru,2018-04-03,Historial Medico,Critica,2024-01-08
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00303,2025-06-21,2026-02-16,Configuracion Erronea de Servidor,Media,1606266,18708102.14,US-006227,user_acraig_6226,af6baf2c8cffe1af7ea9b21f0aa8351b,Argentina,2020-01-30,Correo Electronico,Media,2026-02-25
Freeman-Martin,Educacion,Colombia,2500,BR-00233,2025-04-22,2025-09-27,Ataque a Cadena de Suministro,Alta,1003009,13801570.05,US-007985,user_daniellewhitehead_7984,88ff84082d9eb114e943333f43403768,Colombia,2022-02-11,Historial de Transacciones,Alta,2025-11-18
Mccormick PLC,Tecnologia,Colombia,1000,BR-00572,2023-05-05,2023-05-16,Phishing,Alta,593929,14770795.64,US-006631,user_bkennedy_6630,b633765492812352502810c969af89cc,Peru,2021-12-17,Contrasena,Alta,2023-06-14
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00330,2023-07-25,2023-12-13,Ataque a Cadena de Suministro,Critica,2916297,2480665.97,US-003593,user_sheenagibson_3592,530d1d7270ac7c5c804c4a4110179f9a,Ecuador,2022-03-26,Nombre Completo,Baja,2024-02-07
