nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00342,2024-01-07,2024-06-14,Malware,Media,4918060,9665633.84,US-002435,user_jacquelineluna_2434,4803fc44595399a4d15db28bb69d6789,Ecuador,2017-05-01,Nombre Completo,Baja,2024-08-08
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00664,2026-05-29,2026-09-22,Insider Malicioso,Alta,2316276,19786791.36,US-005074,user_james31_5073,56e1cb956a3472298144b78d27e9f5fe,Espana,2023-05-05,Historial Medico,Critica,2026-09-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00314,2025-04-13,2025-07-01,Phishing,Baja,3815761,12229525.41,US-005307,user_nicolewright_5306,2f0cd9d0e94e616b0b864411e2d68c06,Brasil,2019-02-16,Contrasena,Alta,2025-09-06
Martinez Ltd,Retail,Estados Unidos,100,BR-00312,2022-09-04,2023-01-25,Configuracion Erronea de Servidor,Media,1440359,19101702.31,US-001310,user_sandramiller_1309,4ff48443a0316ead324dd62ad89a26b6,Costa Rica,2018-07-21,Historial de Transacciones,Alta,2023-03-22
Harris-Allen,Retail,Mexico,25000,BR-00671,2022-09-05,2023-03-06,Ransomware,Media,4166292,989129.36,US-000090,user_tsmith_89,2222a4d60737952e7d68bf4f4f41999f,Uruguay,2021-01-16,Numero de Identificacion,Alta,2023-06-02
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00246,2023-01-01,2023-02-21,Malware,Baja,590685,11825357.63,US-005669,user_maria26_5668,0a2735964589bb59d496d585aa8723c3,Mexico,2018-08-31,Numero de Identificacion,Alta,2023-04-30
Hunt PLC,Finanzas,Ecuador,100,BR-00124,2023-10-17,2024-01-21,Insider Malicioso,Alta,3161029,16819669.16,US-005548,user_youngcarolyn_5547,ecdd0a81c44660d48f955ae67f5cdf79,Chile,2024-04-03,Numero Telefonico,Baja,2024-02-05
Collins-Harris,Educacion,Peru,1000,BR-00673,2024-03-20,2024-04-12,Phishing,Alta,4965148,5215425.09,US-000945,user_richard91_944,f4e3a798c1e28d53232a1bbc0461d395,Panama,2017-09-29,Direccion Fisica,Media,2024-06-19
Miller-Smith,Turismo,Mexico,50,BR-00522,2023-07-09,2024-03-03,Configuracion Erronea de Servidor,Alta,3909925,17027713.18,US-007362,user_kingdenise_7361,9b17ccde35ca395334e69c2d379e21b4,Uruguay,2026-01-17,Direccion Fisica,Media,2024-04-12
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00004,2024-05-29,2025-01-10,Inyeccion SQL,Media,4594892,6011042.42,US-002938,user_phuff_2937,c1ae2f1e607532eeaf390dd4e9604662,Colombia,2018-05-05,Correo Electronico,Media,2025-02-04
Cruz PLC,Gobierno,Peru,100,BR-00384,2024-09-21,2025-04-07,Explotacion de Vulnerabilidad Sin Parche,Alta,970566,4466225.51,US-006773,user_stevenwallace_6772,452a775109c089654eee3376af2be637,Panama,2024-02-18,Correo Electronico,Media,2025-07-02
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00156,2023-05-08,2023-09-15,Ataque de Fuerza Bruta,Critica,2630283,21723646.03,US-000097,user_matthew05_96,8a0373994684331d169bf115fbb87c44,Espana,2017-10-31,Direccion Fisica,Media,2023-12-03
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00064,2025-12-25,2026-06-18,Credenciales Filtradas de Terceros,Media,2633817,16738625.77,US-004815,user_wcastro_4814,32ead2789abeae807054bb465ccadbc5,Costa Rica,2019-07-02,Fecha de Nacimiento,Baja,2026-08-31
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00607,2023-07-14,2023-10-24,Ataque de Fuerza Bruta,Critica,418144,22602801.18,US-005041,user_pgalloway_5040,65f27d7d2c5b8c6d3a9ad3dd007eef86,Panama,2023-11-14,Fecha de Nacimiento,Baja,2024-01-06
Harris-Allen,Retail,Mexico,25000,BR-00713,2024-01-25,2024-09-11,Phishing,Media,175446,2360061.11,US-000998,user_danielle28_997,1ff68bc0f10ce0fd26cf40f135de90fe,Ecuador,2024-08-14,Numero de Tarjeta de Credito,Critica,2024-11-28
Miller-Smith,Turismo,Mexico,50,BR-00686,2026-02-21,2026-09-22,Phishing,Baja,847389,14731403.38,US-001138,user_emilyforbes_1137,c101da10ea4ec715302441ec363a26af,Mexico,2019-08-16,Numero de Identificacion,Alta,2026-09-22
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00648,2023-08-18,2023-11-24,Configuracion Erronea de Servidor,Media,3623307,1064026.72,US-006338,user_timothyobrien_6337,c7b6371d5010ba3ae6cebb3cbe4a164c,Uruguay,2017-12-26,Numero Telefonico,Baja,2023-12-10
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00119,2026-05-14,2026-09-22,Credenciales Filtradas de Terceros,Alta,3015568,2184779.72,US-007264,user_kellymeyer_7263,18c02b01f366ea53e4cd11d0693386d6,Peru,2022-03-21,Numero Telefonico,Baja,2026-09-22
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00510,2023-01-10,2023-04-19,Explotacion de Vulnerabilidad Sin Parche,Baja,1987269,22889456.98,US-004452,user_baileycraig_4451,56df63aac6ecf1c4504d420d781a707b,Panama,2019-05-12,Nombre Completo,Baja,2023-06-08
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00303,2025-06-21,2026-02-16,Configuracion Erronea de Servidor,Media,1606266,18708102.14,US-004467,user_qchang_4466,a6b2a9d54a084d9dbb547d21a1a4e504,Brasil,2020-03-15,Nombre Completo,Baja,2026-02-18
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00732,2024-06-07,2024-09-18,Configuracion Erronea de Servidor,Media,1611261,19847759.0,US-000330,user_ynguyen_329,fb940b407109e7d8647b1b4e2dab1421,Peru,2018-07-24,Fecha de Nacimiento,Baja,2024-09-25
Mccormick PLC,Tecnologia,Colombia,1000,BR-00277,2025-08-04,2026-01-08,Ransomware,Baja,4126682,8911919.91,US-001322,user_kshannon_1321,28751b3727d6dd56455be09a93db3322,Uruguay,2023-04-07,Numero de Identificacion,Alta,2026-01-09
Kemp-Perez,Finanzas,Costa Rica,100,BR-00157,2023-06-30,2023-12-17,Malware,Media,257245,23129573.8,US-004575,user_hunter63_4574,c24c160d0c644d8d6d76ef9e3286069b,Brasil,2019-03-08,Contrasena,Alta,2024-03-12
Kemp-Perez,Finanzas,Costa Rica,100,BR-00079,2022-03-13,2022-06-27,Explotacion de Vulnerabilidad Sin Parche,Media,273131,8995739.18,US-006554,user_wjones_6553,9e7a32d0cc2688162339aa6512c6afad,Costa Rica,2022-01-04,Historial Medico,Critica,2022-07-24
Conrad PLC,Gobierno,Peru,50,BR-00469,2025-10-09,2026-03-09,Malware,Media,4276063,19485179.85,US-005562,user_kristin05_5561,459ab9c2b34a615b24465a2613f834c0,Peru,2021-04-01,Contrasena,Alta,2026-04-27
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00782,2025-10-05,2026-03-21,Credenciales Filtradas de Terceros,Baja,1775836,22435412.43,US-003812,user_cwashington_3811,b41fa533c176c55beeeb4284b6998fe6,Ecuador,2021-01-19,Historial Medico,Critica,2026-05-12
Vargas PLC,Gobierno,Brasil,100,BR-00538,2023-06-25,2023-09-11,Inyeccion SQL,Critica,2739994,14067604.53,US-000182,user_eric83_181,b70a03198689c7158495521c468e1a0a,Espana,2025-09-28,Historial Medico,Critica,2023-10-23
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00383,2023-07-29,2023-08-08,Ataque a Cadena de Suministro,Baja,422956,23607894.83,US-002774,user_hillkyle_2773,7260e1d8ee6a2e7aa5733b01c183836d,Peru,2022-05-04,Nombre Completo,Baja,2023-08-19
Mccormick PLC,Tecnologia,Colombia,1000,BR-00277,2025-08-04,2026-01-08,Ransomware,Baja,4126682,8911919.91,US-006540,user_chunganne_6539,07995d5ce3a4a988a3fb00943633d517,Panama,2018-01-10,Numero de Tarjeta de Credito,Critica,2026-01-31
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00306,2024-12-11,2025-04-14,Configuracion Erronea de Servidor,Media,1029917,21026103.45,US-004398,user_brodriguez_4397,7a0628a362f91968ecabfac9d1090d3e,Peru,2018-05-08,Historial de Transacciones,Alta,2025-04-26
Miller-Smith,Turismo,Mexico,50,BR-00683,2022-01-01,2022-04-28,Phishing,Critica,1418761,10538426.52,US-001316,user_rjackson_1315,1786d1f773d48ebc050bd2654dfa88db,Brasil,2024-03-24,Numero Telefonico,Baja,2022-07-06
Davis-Kelley,Energia,Colombia,250,BR-00351,2024-05-31,2024-12-21,Credenciales Filtradas de Terceros,Critica,1000525,1303967.36,US-007297,user_jacksontiffany_7296,b421dc3ef2928fc35905c98a2699eae7,Chile,2018-03-12,Historial de Transacciones,Alta,2025-02-14
Goodman PLC,Turismo,Ecuador,50000,BR-00532,2022-10-08,2023-01-12,Ataque de Fuerza Bruta,Media,4139318,19274283.26,US-001928,user_aduke_1927,2fca76e0528ca39e23198603f0924624,Uruguay,2018-04-06,Fecha de Nacimiento,Baja,2023-02-05
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00726,2024-06-09,2024-07-23,Insider Malicioso,Media,3843358,23693458.39,US-001468,user_johnsonwilliam_1467,2798f4c33f1966cdd9b32090020286a3,Panama,2024-07-31,Correo Electronico,Media,2024-08-29
Walton LLC,Salud,Espana,2500,BR-00769,2024-04-22,2024-07-28,Explotacion de Vulnerabilidad Sin Parche,Critica,3132071,14426936.32,US-007399,user_kathrynrobinson_7398,7d00023b8998af346f58fae02bb3ba48,Panama,2022-05-17,Fecha de Nacimiento,Baja,2024-08-09
Adams-Fowler,Tecnologia,Brasil,100,BR-00213,2025-08-06,2025-10-21,Insider Malicioso,Critica,2718156,20032641.09,US-002203,user_wrightzachary_2202,be0eef64525c868f752d88a12c8fd792,Mexico,2023-08-18,Historial Medico,Critica,2025-12-15
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00070,2026-07-20,2026-09-22,Explotacion de Vulnerabilidad Sin Parche,Media,3955317,2205048.82,US-007905,user_wthornton_7904,85533dbb44eb7dc62c89571732c088fe,Ecuador,2019-01-04,Numero Telefonico,Baja,2026-09-22
Little-Garcia,Manufactura,Panama,50,BR-00746,2025-08-07,2025-09-30,Insider Malicioso,Media,4417283,14910442.33,US-003348,user_brittanyvillarreal_3347,30d83872c866cba9e00e060ac2290d44,Espana,2023-11-10,Historial de Transacciones,Alta,2025-11-15
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00712,2026-06-24,2026-07-28,Ransomware,Alta,4741537,23178957.47,US-002048,user_jgreen_2047,a99c25af21ec9d2c78bb21ef3305935b,Estados Unidos,2022-10-13,Historial Medico,Critica,2026-09-22
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00223,2025-11-08,2026-03-27,Ataque a Cadena de Suministro,Media,4701082,1699298.19,US-007816,user_davilalindsay_7815,aad852fb2a931352f640b8e160ce204f,Peru,2021-04-20,Historial Medico,Critica,2026-06-01
Martinez Ltd,Retail,Estados Unidos,100,BR-00467,2025-01-13,2025-01-30,Explotacion de Vulnerabilidad Sin Parche,Critica,2671464,14814597.18,US-004531,user_smithmichelle_4530,7246db56cf31e4724654cdf9422bfc22,Panama,2022-09-21,Numero de Identificacion,Alta,2025-04-15
Freeman-Martin,Educacion,Colombia,2500,BR-00209,2024-02-10,2024-09-28,Explotacion de Vulnerabilidad Sin Parche,Alta,2731995,6727531.46,US-002273,user_pcox_2272,f1eaf2ad534b5617eb9bfdb54a763dad,Brasil,2021-07-15,Correo Electronico,Media,2024-10-12
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00004,2024-05-29,2025-01-10,Inyeccion SQL,Media,4594892,6011042.42,US-001294,user_parsonsthomas_1293,b16c90aec11aaef48c47b46098c73e6c,Ecuador,2026-07-31,Correo Electronico,Media,2025-04-04
Gallegos-Wilkerson,Salud,Panama,25000,BR-00145,2026-04-19,2026-05-06,Ataque de Fuerza Bruta,Critica,2854415,1945060.95,US-005615,user_john82_5614,43459abf6e26d0f6992c4162719c5a77,Ecuador,2019-07-02,Correo Electronico,Media,2026-07-05
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00797,2024-11-05,2025-04-14,Insider Malicioso,Baja,4493708,13620982.03,US-000337,user_hraymond_336,7ca69d1fbe1a6a40edef6bee92391ffa,Brasil,2021-08-06,Contrasena,Alta,2025-05-03
Adams LLC,Tecnologia,Mexico,2500,BR-00753,2026-06-22,2026-09-15,Ransomware,Media,3940766,14026524.58,US-004583,user_masonpierce_4582,4ed7737a641509e1a4094f73aaa1c8a2,Panama,2021-12-06,Correo Electronico,Media,2026-09-22
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00399,2026-09-07,2026-09-22,Inyeccion SQL,Media,4823057,10074592.12,US-004454,user_craigrobinson_4453,edf57248a93c18d004a4cf36d5793f03,Costa Rica,2021-06-05,Numero Telefonico,Baja,2026-09-22
Lynn-Garcia,Energia,Mexico,25000,BR-00612,2023-12-28,2024-05-12,Ataque de Fuerza Bruta,Media,3758593,16544430.45,US-006908,user_timothygonzalez_6907,e3ceb7a0c6355fa9eed4924620f93112,Argentina,2019-03-20,Contrasena,Alta,2024-07-13
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00376,2023-12-10,2023-12-25,Ataque de Fuerza Bruta,Critica,682006,23140843.19,US-007483,user_simmonslauren_7482,f229b59188cc7131493854be804d98c2,Uruguay,2026-07-26,Numero de Tarjeta de Credito,Critica,2024-01-30
Adams LLC,Tecnologia,Mexico,2500,BR-00513,2026-01-30,2026-09-14,Credenciales Filtradas de Terceros,Critica,3115578,18442966.53,US-006425,user_littlejuan_6424,ca0ef44e51b87c1884b0360621175c80,Brasil,2025-08-25,Direccion Fisica,Media,2026-09-22
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00555,2025-09-20,2026-04-10,Configuracion Erronea de Servidor,Critica,4554365,5000419.97,US-006322,user_imartinez_6321,a39a2168a57a7352c5bdb4112fbb35e1,Panama,2026-03-27,Correo Electronico,Media,2026-05-07
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00304,2023-02-16,2023-02-16,Ataque a Cadena de Suministro,Media,3748421,5101183.72,US-003627,user_rachelbrown_3626,bc285edab752028b2a4b609030589104,Uruguay,2023-05-08,Historial Medico,Critica,2023-05-07
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00122,2025-04-04,2025-10-21,Phishing,Media,2953241,14532343.75,US-007665,user_joshua55_7664,1d4c3b2f9c59d602417642d37d994eb2,Uruguay,2022-04-28,Numero de Identificacion,Alta,2025-11-01
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00465,2021-10-09,2021-12-18,Phishing,Baja,4007523,14641300.4,US-005853,user_wmay_5852,b70705fb7eae3ef24863e09590767732,Costa Rica,2022-07-12,Direccion Fisica,Media,2022-02-17
Mccormick PLC,Tecnologia,Colombia,1000,BR-00604,2024-02-03,2024-07-31,Ataque de Fuerza Bruta,Alta,4874789,4413124.88,US-000855,user_olarsen_854,65cc69ef662ccb065ab696dd852e41fa,Costa Rica,2016-10-15,Fecha de Nacimiento,Baja,2024-09-14
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00043,2025-10-17,2026-05-26,Inyeccion SQL,Media,2975103,21734778.11,US-000027,user_alleneric_26,49d4e60685676307993d2ea2d287a2c0,Panama,2021-06-04,Fecha de Nacimiento,Baja,2026-07-10
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00030,2022-05-23,2022-08-02,Credenciales Filtradas de Terceros,Media,3609569,7198319.68,US-002971,user_scott04_2970,590b3fdd5c450955a61cb03452358734,Costa Rica,2018-04-10,Fecha de Nacimiento,Baja,2022-10-03
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00354,2021-10-07,2022-04-03,Ataque a Cadena de Suministro,Critica,2665178,23402294.51,US-005054,user_angela43_5053,4b3e0f1e37d01d76a686120e91709813,Mexico,2026-06-02,Fecha de Nacimiento,Baja,2022-04-20
Conrad PLC,Gobierno,Peru,50,BR-00663,2022-07-23,2022-09-07,Credenciales Filtradas de Terceros,Critica,2483796,12255531.74,US-007812,user_amyhernandez_7811,57e0c6662fd66b3a3c65cfc9ffd3d5eb,Costa Rica,2019-03-20,Numero de Identificacion,Alta,2022-09-09
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00258,2024-03-13,2024-05-21,Ataque a Cadena de Suministro,Media,3125758,7819597.0,US-006706,user_jim55_6705,e281cde2a6697e1d54067a82cd5214a8,Chile,2017-02-02,Fecha de Nacimiento,Baja,2024-06-03
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00649,2021-12-31,2022-08-14,Ransomware,Alta,1976868,18100620.74,US-005522,user_michaelwilliams_5521,7ec3ca1c6d4f8e8c62f52a60f7ad9402,Ecuador,2018-03-20,Fecha de Nacimiento,Baja,2022-10-17
Adams-Fowler,Tecnologia,Brasil,100,BR-00112,2023-03-30,2023-11-12,Ataque a Cadena de Suministro,Media,723883,3165563.79,US-000314,user_ldavis_313,3a969a3c8cd4de0e0ce8ec376a98a7f4,Peru,2016-11-23,Numero Telefonico,Baja,2023-11-18
Miller-Smith,Turismo,Mexico,50,BR-00686,2026-02-21,2026-09-22,Phishing,Baja,847389,14731403.38,US-005300,user_jacksondonald_5299,7014ff56bd3198a31dbd00a28a3a0630,Brasil,2024-02-29,Nombre Completo,Baja,2026-09-22
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00051,2024-12-16,2025-07-30,Malware,Alta,2925094,4395486.93,US-007645,user_qsmith_7644,40f6d07af55489f3aee44f5312ddb223,Espana,2017-04-15,Numero de Identificacion,Alta,2025-09-30
Cruz PLC,Gobierno,Peru,100,BR-00412,2026-05-02,2026-09-22,Configuracion Erronea de Servidor,Alta,3438993,10183010.65,US-005284,user_mckenziebobby_5283,39f697c2f3c91979163a2f57ee8ef66c,Ecuador,2024-05-17,Correo Electronico,Media,2026-09-22
Kemp-Perez,Finanzas,Costa Rica,100,BR-00445,2024-01-26,2024-03-29,Phishing,Baja,1596178,3922970.22,US-000561,user_samuel89_560,4780a94d600a376a354dcf4d4df739ed,Ecuador,2025-06-16,Numero de Identificacion,Alta,2024-04-29
Murphy-Mullins,Retail,Ecuador,1000,BR-00437,2026-01-26,2026-09-16,Insider Malicioso,Baja,230061,8320145.31,US-005624,user_scottandrew_5623,2ca8adc9726d4b6a124edd5a44dd0afa,Argentina,2019-07-26,Numero Telefonico,Baja,2026-09-18
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00385,2025-11-30,2026-07-18,Phishing,Media,2372638,2372660.39,US-007435,user_obrienjames_7434,f8a69ba8346dcf53191f8e1391651c71,Chile,2026-02-22,Numero de Tarjeta de Credito,Critica,2026-08-26
Reed Group,Salud,Colombia,25000,BR-00369,2024-08-28,2024-08-29,Credenciales Filtradas de Terceros,Media,3577635,15910967.13,US-002344,user_carrjohnny_2343,c68bd9058827b54996567bcc499f85e3,Uruguay,2017-04-26,Numero de Tarjeta de Credito,Critica,2024-10-08
Harris-Allen,Retail,Mexico,25000,BR-00262,2026-07-28,2026-09-22,Inyeccion SQL,Media,3708157,87575.6,US-006100,user_brett30_6099,001f857b17963015a293f460189f2b2d,Argentina,2019-09-21,Nombre Completo,Baja,2026-09-22
Little-Garcia,Manufactura,Panama,50,BR-00787,2025-05-09,2025-10-15,Phishing,Media,869712,20231692.66,US-001605,user_pittmanmichael_1604,7408dd98fe942d27b5deafb3cf4b61bf,Estados Unidos,2019-05-17,Numero Telefonico,Baja,2026-01-09
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00576,2024-03-26,2024-08-05,Insider Malicioso,Critica,4112681,21747744.72,US-000256,user_clintonchristensen_255,985f6c0a041a8ff5c057ca908fe8c677,Estados Unidos,2022-02-13,Numero de Identificacion,Alta,2024-10-18
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00203,2024-01-30,2024-07-18,Malware,Critica,2394259,15134560.83,US-006053,user_kennethtran_6052,bab950f032b8e7c7ed939bdbaebcf55e,Espana,2025-07-04,Historial de Transacciones,Alta,2024-08-22
Lynn-Garcia,Energia,Mexico,25000,BR-00107,2024-07-01,2024-11-21,Insider Malicioso,Alta,3530442,255514.84,US-007971,user_charles15_7970,7bb315f6d414fde08805f590af728552,Costa Rica,2021-08-03,Fecha de Nacimiento,Baja,2025-01-31
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00217,2022-08-01,2022-12-13,Ataque de Fuerza Bruta,Alta,3261100,21550337.91,US-001225,user_sarah06_1224,1b00742e0e0cc85b7d791111a74497a0,Colombia,2023-12-11,Direccion Fisica,Media,2022-12-29
Vargas PLC,Gobierno,Brasil,100,BR-00775,2024-12-17,2025-03-03,Explotacion de Vulnerabilidad Sin Parche,Alta,45067,19492292.53,US-005206,user_tammy08_5205,611ea0f8a89fec9bd23373e351b44c3a,Espana,2017-04-14,Numero de Identificacion,Alta,2025-03-25
Powell Ltd,Gobierno,Brasil,50,BR-00059,2024-06-01,2025-01-01,Ransomware,Alta,3413102,22923761.0,US-002379,user_vlarsen_2378,5ac58364a17852379e761255bf369e70,Brasil,2023-07-07,Historial Medico,Critica,2025-03-28
Freeman-Martin,Educacion,Colombia,2500,BR-00062,2024-07-14,2024-07-17,Ransomware,Alta,1217011,12346137.03,US-007191,user_josekramer_7190,36df9dd0febcc4d6dd80414b743c26ac,Argentina,2020-06-30,Historial de Transacciones,Alta,2024-07-25
Cruz-Schultz,Energia,Panama,50,BR-00492,2025-03-23,2025-05-29,Ataque a Cadena de Suministro,Alta,4681555,18427380.19,US-002080,user_ashley88_2079,d9a4731ad411953839fe6b2153dea6bb,Espana,2017-04-01,Correo Electronico,Media,2025-07-29
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00001,2021-10-09,2022-04-20,Ataque a Cadena de Suministro,Alta,4603123,11498713.58,US-004882,user_fcooper_4881,03c2abf0f36e73721076c1b741ff98b3,Costa Rica,2018-04-01,Contrasena,Alta,2022-05-25
Cruz PLC,Gobierno,Peru,100,BR-00618,2023-11-26,2024-03-05,Ataque de Fuerza Bruta,Alta,3701024,12862923.1,US-002818,user_wilsonaustin_2817,b6460e4b47a6ba4e238d574f4c1193c6,Uruguay,2021-08-20,Contrasena,Alta,2024-03-19
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00520,2024-03-18,2024-10-10,Insider Malicioso,Critica,797558,4249985.29,US-003036,user_uparker_3035,a3c76d0ac58b39a325e7cbc732f3642a,Costa Rica,2019-10-30,Historial Medico,Critica,2024-12-10
Adams LLC,Tecnologia,Mexico,2500,BR-00719,2022-12-30,2023-03-02,Ataque de Fuerza Bruta,Media,3855162,7637447.18,US-000878,user_fmason_877,0eb6d1dae769f3eed2836b31d4eb8d7c,Panama,2017-06-24,Nombre Completo,Baja,2023-05-31
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00065,2022-06-06,2022-06-23,Ataque de Fuerza Bruta,Alta,2948261,12381411.01,US-006759,user_lnelson_6758,2c37818fb294ba5d2f4823ea5a32a885,Espana,2020-02-20,Contrasena,Alta,2022-07-30
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00565,2025-03-11,2025-10-02,Malware,Alta,3398080,19240155.24,US-000741,user_allison20_740,874ec1b1a1a0fd63779b8f424ab68c9f,Mexico,2026-02-02,Numero de Tarjeta de Credito,Critica,2025-10-06
Hughes LLC,Tecnologia,Argentina,25000,BR-00297,2026-04-01,2026-05-20,Phishing,Media,3876637,21241741.39,US-001319,user_amanda34_1318,a6c06d6d19488996416d7f5b7fb9249d,Uruguay,2022-09-02,Historial de Transacciones,Alta,2026-07-19
Davis-Kelley,Energia,Colombia,250,BR-00351,2024-05-31,2024-12-21,Credenciales Filtradas de Terceros,Critica,1000525,1303967.36,US-006339,user_megan04_6338,fb3640b90de00d76ade94ae1292048b9,Chile,2021-01-01,Fecha de Nacimiento,Baja,2025-02-12
Cruz PLC,Gobierno,Peru,100,BR-00412,2026-05-02,2026-09-22,Configuracion Erronea de Servidor,Alta,3438993,10183010.65,US-001864,user_derek49_1863,5228e25121811a9c7ce3bf7741569aaa,Chile,2020-08-03,Contrasena,Alta,2026-09-22
Hughes LLC,Tecnologia,Argentina,25000,BR-00478,2026-04-04,2026-07-14,Phishing,Critica,620326,23614561.59,US-006987,user_smithjonathon_6986,a964035e3b911e8710e40617bf88c7d2,Chile,2018-07-24,Direccion Fisica,Media,2026-09-22
Cruz PLC,Gobierno,Peru,100,BR-00412,2026-05-02,2026-09-22,Configuracion Erronea de Servidor,Alta,3438993,10183010.65,US-006741,user_johnathancook_6740,b4b52f2fa672f70edf50259648f8a7f5,Uruguay,2025-05-03,Correo Electronico,Media,2026-09-22
Murphy-Mullins,Retail,Ecuador,1000,BR-00381,2026-06-08,2026-07-12,Phishing,Critica,2476885,2593358.02,US-005315,user_ramirezjoshua_5314,c3da1966bfc7d960174da2e3357f9076,Panama,2018-02-19,Numero de Tarjeta de Credito,Critica,2026-07-29
Mccormick PLC,Tecnologia,Colombia,1000,BR-00604,2024-02-03,2024-07-31,Ataque de Fuerza Bruta,Alta,4874789,4413124.88,US-002710,user_manuel98_2709,8c5f0988ba7deada5add57f4ada44447,Estados Unidos,2021-01-08,Contrasena,Alta,2024-10-13
Johnson Group,Tecnologia,Uruguay,50000,BR-00566,2021-12-31,2022-04-18,Ataque de Fuerza Bruta,Media,2295537,7181312.28,US-006685,user_woodgail_6684,bf140be5a92e26ae8df736066a1d7767,Colombia,2019-08-16,Fecha de Nacimiento,Baja,2022-04-23
Farmer-Hurst,Manufactura,Espana,500,BR-00305,2024-12-10,2025-01-01,Ransomware,Critica,445822,13960872.52,US-005164,user_melaniedavis_5163,5fa466566d93b69886671d1995f60307,Ecuador,2019-04-06,Numero Telefonico,Baja,2025-02-01
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00477,2021-11-05,2022-02-01,Ransomware,Critica,4801083,8985003.37,US-000905,user_kimberly97_904,8be898cad35ff730a9824a43492ed194,Chile,2017-12-12,Fecha de Nacimiento,Baja,2022-04-09
"Stephens, Hayes and Holmes",Telecomunicaciones,Argentina,250,BR-00193,2023-08-01,2023-09-16,Malware,Baja,2766826,2668125.32,US-001076,user_zrodriguez_1075,f511a3bd7d622401a303ba1ea4bf6f81,Uruguay,2024-10-30,Numero de Identificacion,Alta,2023-10-27
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00243,2022-04-25,2022-08-21,Phishing,Alta,2401463,16514137.5,US-002216,user_lglenn_2215,41fa802d0a583ac5cbdba61d9aa82f4e,Argentina,2020-05-08,Fecha de Nacimiento,Baja,2022-10-03
"Norton, Foster and Pacheco",Energia,Estados Unidos,1000,BR-00533,2026-07-07,2026-09-22,Explotacion de Vulnerabilidad Sin Parche,Baja,1388578,7059780.03,US-007079,user_tracey59_7078,5f7c22361e9eaa690cf6a1a02597ef21,Mexico,2024-07-22,Historial Medico,Critica,2026-09-22
