nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
"Stephens, Hayes and Holmes",Telecomunicaciones,Argentina,250,BR-00556,2021-10-04,2022-05-24,Inyeccion SQL,Critica,1052870,5093390.65,US-000383,user_ybridges_382,82628c5d475e7bcf10d5eecf890a35b5,Brasil,2026-08-05,Numero de Identificacion,Alta,2022-07-21
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00784,2025-12-28,2026-08-08,Ataque de Fuerza Bruta,Critica,1027093,2098422.99,US-003347,user_bailey51_3346,7969fb48861c7298580e7f7ae4d63cb1,Chile,2026-06-06,Historial de Transacciones,Alta,2026-08-24
"Stephens, Hayes and Holmes",Telecomunicaciones,Argentina,250,BR-00545,2025-05-22,2025-11-21,Malware,Alta,4436124,12290371.78,US-000937,user_thomashanson_936,2b5bd09759dade109ffb8545faf1cea5,Estados Unidos,2022-09-06,Fecha de Nacimiento,Baja,2026-02-06
Adams-Fowler,Tecnologia,Brasil,100,BR-00211,2024-08-14,2024-08-28,Inyeccion SQL,Alta,4838091,515130.93,US-006004,user_andrewkim_6003,0afe77b0769d9297046fc0e92c192df4,Argentina,2021-01-22,Numero de Tarjeta de Credito,Critica,2024-09-05
Harris-Allen,Retail,Mexico,25000,BR-00166,2026-02-21,2026-07-11,Credenciales Filtradas de Terceros,Critica,3843472,8538618.38,US-004728,user_gregory08_4727,115386aea005a8b7e5d7e7dcd6113de3,Mexico,2019-01-25,Numero Telefonico,Baja,2026-09-21
Bell-Williams,Retail,Colombia,250,BR-00020,2025-03-09,2025-08-07,Explotacion de Vulnerabilidad Sin Parche,Media,2015757,51898.35,US-005886,user_pbaker_5885,4671034acfbb2a67f30f44fdd7279e62,Estados Unidos,2020-10-31,Numero de Tarjeta de Credito,Critica,2025-10-10
Farmer-Hurst,Manufactura,Espana,500,BR-00266,2025-01-02,2025-06-30,Inyeccion SQL,Critica,4567488,22712741.6,US-003059,user_lindsaysims_3058,63b56e60e8bcae75ba8b56a0584af892,Peru,2023-03-16,Correo Electronico,Media,2025-07-14
Little-Garcia,Manufactura,Panama,50,BR-00200,2026-07-06,2026-08-12,Explotacion de Vulnerabilidad Sin Parche,Media,4119538,13070398.76,US-004546,user_lbeard_4545,94ac19f6a8e3fda030cc9b6bdea8b4a1,Espana,2018-07-30,Nombre Completo,Baja,2026-09-22
Mccormick PLC,Tecnologia,Colombia,1000,BR-00395,2021-12-31,2022-08-25,Ataque de Fuerza Bruta,Critica,1079847,7822859.27,US-007832,user_chris21_7831,177ac88af145a600ea0d7c7af3fee2a6,Estados Unidos,2020-12-07,Historial Medico,Critica,2022-11-20
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00777,2025-07-23,2025-09-17,Ataque de Fuerza Bruta,Critica,4685814,18211793.72,US-002119,user_halllaura_2118,0a2e1bc20952bd291268ee1d73a52697,Argentina,2023-07-29,Correo Electronico,Media,2025-12-13
Vargas PLC,Gobierno,Brasil,100,BR-00394,2024-01-13,2024-03-04,Ataque a Cadena de Suministro,Media,4789625,7782382.9,US-007846,user_chelsea21_7845,6f119a9aa01cbe29ecba70bbd03236c1,Estados Unidos,2020-03-05,Fecha de Nacimiento,Baja,2024-03-14
Cruz PLC,Gobierno,Peru,100,BR-00569,2024-08-15,2024-09-03,Ransomware,Media,4413524,18060505.88,US-002184,user_aaron88_2183,6f206a61ba13c86d14fec33c9f318f63,Espana,2024-12-10,Fecha de Nacimiento,Baja,2024-10-27
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00360,2026-05-22,2026-09-22,Ataque a Cadena de Suministro,Media,1244808,9890058.03,US-001369,user_michael14_1368,a3024ef541dbe33dde0dcdfbbf0a45a3,Costa Rica,2022-12-09,Fecha de Nacimiento,Baja,2026-09-22
Adams-Fowler,Tecnologia,Brasil,100,BR-00044,2025-01-19,2025-05-18,Ransomware,Alta,992986,18870468.56,US-002410,user_ganderson_2409,80f49f5a82b5b25bbab3f582ba0f0015,Costa Rica,2021-11-11,Numero de Identificacion,Alta,2025-07-12
Adams-Fowler,Tecnologia,Brasil,100,BR-00511,2024-11-15,2024-11-30,Credenciales Filtradas de Terceros,Alta,530301,3881829.22,US-002916,user_careyalexandra_2915,2824401118f919bd7655e7f1cc183dee,Chile,2018-02-02,Direccion Fisica,Media,2024-12-08
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00745,2022-11-20,2022-12-04,Malware,Alta,3633363,17848863.99,US-006709,user_pamelaperez_6708,bb9bc58c5ce77a06531690e92e2ac4ad,Argentina,2025-10-30,Historial Medico,Critica,2022-12-24
Bonilla-Reynolds,Gobierno,Brasil,50,BR-00168,2023-04-02,2023-04-16,Ataque a Cadena de Suministro,Alta,4332186,21938851.03,US-004852,user_xgreen_4851,d01395fa45ba558916fe71d71cc6ae9c,Chile,2020-06-21,Direccion Fisica,Media,2023-07-10
Cruz PLC,Gobierno,Peru,100,BR-00417,2026-01-24,2026-04-19,Phishing,Alta,2653998,23720488.27,US-001864,user_derek49_1863,5228e25121811a9c7ce3bf7741569aaa,Chile,2020-08-03,Numero Telefonico,Baja,2026-05-12
"Fox, Odom and Colon",Retail,Chile,50000,BR-00473,2024-10-16,2025-02-26,Malware,Critica,2414654,14976933.05,US-004503,user_rberry_4502,520395fb7e93f629d03b3e14dc62988a,Uruguay,2023-12-21,Fecha de Nacimiento,Baja,2025-05-09
Collins-Harris,Educacion,Peru,1000,BR-00673,2024-03-20,2024-04-12,Phishing,Alta,4965148,5215425.09,US-002730,user_amandahogan_2729,57cd11771c4c76ca62ab0bd19704a668,Ecuador,2018-09-17,Historial Medico,Critica,2024-04-16
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00472,2026-01-08,2026-06-13,Configuracion Erronea de Servidor,Baja,2054570,19792601.12,US-001616,user_umora_1615,7dc6d533736c695dba77798ebf768c3c,Mexico,2017-01-29,Contrasena,Alta,2026-07-31
Cruz-Schultz,Energia,Panama,50,BR-00129,2023-07-19,2024-02-02,Explotacion de Vulnerabilidad Sin Parche,Critica,405774,1085566.21,US-006240,user_bensonkeith_6239,fb14ff35199e747464c88c25d679327e,Mexico,2022-08-04,Historial de Transacciones,Alta,2024-03-20
Freeman-Martin,Educacion,Colombia,2500,BR-00792,2023-12-21,2024-05-03,Insider Malicioso,Media,1593891,6006605.11,US-002273,user_pcox_2272,f1eaf2ad534b5617eb9bfdb54a763dad,Brasil,2021-07-15,Correo Electronico,Media,2024-08-01
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00329,2023-10-15,2023-12-19,Insider Malicioso,Baja,3450843,13274923.48,US-005241,user_xpatterson_5240,e3f442a0da3f7a3d44546157dab5be4d,Chile,2016-11-19,Historial de Transacciones,Alta,2023-12-28
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00228,2025-11-29,2026-02-09,Malware,Alta,2926777,13494894.37,US-005844,user_nelsongregory_5843,9a90edbfce56200a3eb05ad26f8ecae7,Ecuador,2026-01-15,Contrasena,Alta,2026-04-05
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00108,2025-07-11,2026-01-29,Malware,Critica,1959629,14673273.25,US-004431,user_nolannatalie_4430,986315899cf75b02aa852f7c06fc2ffe,Uruguay,2025-04-23,Numero de Identificacion,Alta,2026-02-05
"Norton, Foster and Pacheco",Energia,Estados Unidos,1000,BR-00337,2024-10-28,2024-12-07,Inyeccion SQL,Alta,4314325,18145676.13,US-001707,user_hernandezrhonda_1706,b50bf3b867d73ffc47a65cfc1e622f33,Estados Unidos,2023-10-13,Historial Medico,Critica,2024-12-23
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00455,2023-08-25,2023-09-26,Malware,Media,4442054,4386429.45,US-004788,user_michellevega_4787,23dd0ba4126e14353fa8b868b0427940,Espana,2019-06-25,Historial Medico,Critica,2023-10-18
Adams LLC,Tecnologia,Mexico,2500,BR-00513,2026-01-30,2026-09-14,Credenciales Filtradas de Terceros,Critica,3115578,18442966.53,US-000897,user_michaelthompson_896,4dd7df770b1a16f9f3e64fd012d7d6dc,Mexico,2025-01-08,Historial Medico,Critica,2026-09-22
"Stephens, Hayes and Holmes",Telecomunicaciones,Argentina,250,BR-00193,2023-08-01,2023-09-16,Malware,Baja,2766826,2668125.32,US-005938,user_zlee_5937,d1e57aa19e1eafba74ed0b6b8e3ea42d,Estados Unidos,2022-09-05,Contrasena,Alta,2023-11-19
Kemp-Perez,Finanzas,Costa Rica,100,BR-00773,2026-03-01,2026-09-17,Inyeccion SQL,Media,3299419,12473765.9,US-001967,user_ibaxter_1966,d012a3791c337f23c8d18ac6f6077209,Chile,2025-06-25,Numero Telefonico,Baja,2026-09-22
Walton LLC,Salud,Espana,2500,BR-00187,2026-03-04,2026-03-10,Ataque de Fuerza Bruta,Baja,4495331,15161474.66,US-002010,user_fieldsmallory_2009,75206aa52bfc73dd1f41e161e2231471,Brasil,2026-07-30,Historial Medico,Critica,2026-06-07
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00390,2024-09-05,2024-10-07,Ataque a Cadena de Suministro,Critica,1264864,440497.93,US-000951,user_ryancox_950,409a7a4bdf17f85e10692ef57d18f745,Estados Unidos,2019-11-28,Numero Telefonico,Baja,2024-12-31
Gallegos-Wilkerson,Salud,Panama,25000,BR-00242,2025-07-27,2026-03-19,Explotacion de Vulnerabilidad Sin Parche,Alta,1306680,14693860.3,US-006329,user_paigemullins_6328,82a2ab7ca798fde3390f48f834fea667,Uruguay,2018-12-26,Numero de Identificacion,Alta,2026-04-06
Johnson Group,Tecnologia,Uruguay,50000,BR-00382,2024-02-10,2024-05-06,Configuracion Erronea de Servidor,Media,3040665,13746081.32,US-005000,user_nchandler_4999,f3229f9061ecaf8a1b5807450ec5adfc,Colombia,2017-12-24,Direccion Fisica,Media,2024-08-04
Cruz PLC,Gobierno,Peru,100,BR-00080,2026-04-30,2026-09-22,Ataque de Fuerza Bruta,Critica,3090689,12173367.64,US-006357,user_mccoyconnie_6356,15ba11080ae3b0c41f7ad7327db16983,Mexico,2020-09-30,Historial de Transacciones,Alta,2026-09-22
Powell Ltd,Gobierno,Brasil,50,BR-00742,2026-04-27,2026-08-23,Malware,Critica,1847892,13358107.46,US-006973,user_jesse98_6972,e156e753d6f3fdf59deba4fd3db0d06c,Panama,2026-02-11,Historial de Transacciones,Alta,2026-09-22
Adams LLC,Tecnologia,Mexico,2500,BR-00568,2024-04-12,2024-09-26,Explotacion de Vulnerabilidad Sin Parche,Critica,3223586,6137254.09,US-005650,user_davidtravis_5649,2f588abd58d2635ba3669d408e95ded9,Brasil,2023-07-06,Direccion Fisica,Media,2024-10-12
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00422,2022-12-02,2023-06-16,Configuracion Erronea de Servidor,Baja,2310075,19832077.36,US-004920,user_doyleterri_4919,b1853391a241b43a141563ad264a396d,Estados Unidos,2021-09-19,Nombre Completo,Baja,2023-08-29
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00637,2025-02-24,2025-05-17,Malware,Media,848865,14242080.56,US-004950,user_vzavala_4949,5299e47445f4480e15bed3be167f6171,Panama,2022-05-17,Numero Telefonico,Baja,2025-07-27
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00288,2025-10-02,2025-11-05,Credenciales Filtradas de Terceros,Media,1326239,5885308.62,US-005967,user_judyadams_5966,cdab4a011594bf468a4137bdc02641eb,Chile,2018-06-20,Numero Telefonico,Baja,2025-12-11
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00745,2022-11-20,2022-12-04,Malware,Alta,3633363,17848863.99,US-006194,user_virginia11_6193,7dad495c2954bfba0e0b63261d66a9e0,Colombia,2026-05-17,Fecha de Nacimiento,Baja,2023-01-26
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00274,2022-10-08,2023-02-27,Configuracion Erronea de Servidor,Critica,230463,5543888.36,US-003619,user_justinhernandez_3618,ed0dfc21bcf4b38c84958f815ab624eb,Ecuador,2020-06-10,Contrasena,Alta,2023-04-04
Ward Ltd,Finanzas,Chile,50,BR-00370,2025-11-05,2025-12-10,Configuracion Erronea de Servidor,Baja,642293,24769429.17,US-005050,user_vincentstewart_5049,5d4f4a789fb7851c04f9b1af2345887a,Brasil,2020-08-11,Numero Telefonico,Baja,2026-02-04
Freeman-Martin,Educacion,Colombia,2500,BR-00583,2025-03-30,2025-04-20,Phishing,Alta,2717084,985624.83,US-002310,user_garretthannah_2309,75e731465d0606567dd316fb706c58c7,Estados Unidos,2023-07-13,Historial de Transacciones,Alta,2025-06-20
Reed Group,Salud,Colombia,25000,BR-00408,2026-07-17,2026-09-22,Insider Malicioso,Critica,2887789,8107722.67,US-006228,user_stacy65_6227,f1067ec8a78f6f0a14cf1a4edc8e3591,Chile,2021-08-05,Historial de Transacciones,Alta,2026-09-22
Miller-Smith,Turismo,Mexico,50,BR-00489,2022-05-09,2022-10-30,Credenciales Filtradas de Terceros,Media,3833575,4666968.82,US-004505,user_richardcoleman_4504,d459c6c3c413ac24d8461d87127371f6,Estados Unidos,2025-06-25,Nombre Completo,Baja,2022-12-04
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00565,2025-03-11,2025-10-02,Malware,Alta,3398080,19240155.24,US-005405,user_mwhite_5404,8c3aa0e28e58a7049f71a35043a5ad58,Mexico,2024-09-27,Numero Telefonico,Baja,2025-10-10
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00366,2024-02-21,2024-05-09,Phishing,Media,401645,7511215.52,US-006170,user_riverajason_6169,66cfbbc3d23a4e932c495139551efd1d,Colombia,2019-04-06,Numero Telefonico,Baja,2024-07-31
Lynn-Garcia,Energia,Mexico,25000,BR-00181,2023-02-22,2023-07-09,Malware,Media,1287035,11679893.93,US-005104,user_chavezemma_5103,e20c300f0f340241085d29df7a06ba61,Ecuador,2019-11-24,Historial de Transacciones,Alta,2023-09-15
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00397,2023-09-06,2023-10-01,Insider Malicioso,Media,4807209,4349123.69,US-000008,user_alexishudson_7,649dd45f509bcdc8144d37d739e10a4b,Mexico,2021-09-28,Historial Medico,Critica,2023-11-17
Cruz-Schultz,Energia,Panama,50,BR-00164,2022-09-11,2022-09-24,Insider Malicioso,Critica,4607951,6748023.01,US-007142,user_carneywilliam_7141,520c4a3b5abc5fb31ab708c2cac297ab,Argentina,2017-09-11,Historial Medico,Critica,2022-11-11
Lynn-Garcia,Energia,Mexico,25000,BR-00286,2026-08-17,2026-09-22,Phishing,Alta,61937,20991661.4,US-004643,user_shelbywatkins_4642,7b3e64a0f9aba23ce86af48df78f6d8e,Mexico,2024-11-13,Numero de Identificacion,Alta,2026-09-22
"Glover, Dunn and Barker",Telecomunicaciones,Ecuador,1000,BR-00546,2023-08-12,2023-10-01,Explotacion de Vulnerabilidad Sin Parche,Critica,1298445,23807303.28,US-000525,user_lkirk_524,0a5d972c268a381af74731f274af0a9f,Mexico,2023-11-28,Correo Electronico,Media,2023-12-30
Brown and Sons,Tecnologia,Chile,100,BR-00752,2022-12-28,2023-02-28,Ataque a Cadena de Suministro,Media,280737,1798582.38,US-005081,user_mark32_5080,c752eab290063228657c066035ee2d50,Ecuador,2025-02-17,Contrasena,Alta,2023-04-20
Johnson Group,Tecnologia,Uruguay,50000,BR-00358,2026-04-12,2026-07-17,Explotacion de Vulnerabilidad Sin Parche,Media,3299384,15751931.49,US-003719,user_thomasorozco_3718,f4464a36bc408911e8fa220a12856cd8,Colombia,2019-06-06,Direccion Fisica,Media,2026-07-20
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00071,2026-07-04,2026-08-05,Configuracion Erronea de Servidor,Baja,1696880,24523668.98,US-002848,user_robinsonjeffery_2847,0325a8bd91f635f7beb5af8e06d8b53c,Mexico,2020-10-03,Direccion Fisica,Media,2026-08-14
Kemp-Perez,Finanzas,Costa Rica,100,BR-00333,2024-12-04,2025-01-17,Configuracion Erronea de Servidor,Media,2069050,2173385.57,US-006554,user_wjones_6553,9e7a32d0cc2688162339aa6512c6afad,Costa Rica,2022-01-04,Correo Electronico,Media,2025-03-15
Reed Group,Salud,Colombia,25000,BR-00631,2024-09-27,2025-02-06,Insider Malicioso,Alta,2490050,8079703.37,US-005328,user_cannonshane_5327,f195fe786d2f7e35dd4fc604d86cfdba,Uruguay,2016-11-29,Numero de Tarjeta de Credito,Critica,2025-02-11
Goodman PLC,Turismo,Ecuador,50000,BR-00367,2022-07-06,2022-12-13,Ransomware,Alta,1100497,8239933.14,US-002639,user_xhenry_2638,43bb8b3033eccd7d6e13f18de2160738,Chile,2017-11-02,Historial de Transacciones,Alta,2023-02-02
Freeman-Martin,Educacion,Colombia,2500,BR-00179,2024-08-02,2025-01-29,Inyeccion SQL,Alta,2090386,314159.07,US-004665,user_nicolebaldwin_4664,9b803eda14552cc59fea31e2581de9a5,Peru,2025-12-03,Numero de Identificacion,Alta,2025-04-04
Reed Group,Salud,Colombia,25000,BR-00006,2022-09-20,2023-02-22,Ataque a Cadena de Suministro,Alta,2244598,9335856.95,US-000462,user_josephjackson_461,0274409b02fe858753aa8c80830985fd,Panama,2018-05-30,Direccion Fisica,Media,2023-05-12
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00102,2025-09-03,2026-02-21,Insider Malicioso,Baja,2508476,22760151.02,US-002057,user_vanessagarcia_2056,c7fa215837163f677de55ae7c5cb540b,Ecuador,2021-06-04,Historial Medico,Critica,2026-04-01
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00285,2021-12-27,2022-05-14,Malware,Media,24278,9063168.33,US-004409,user_seancohen_4408,2ba68cdcacdb4d5c7bbd3b337b701ad7,Uruguay,2024-05-10,Historial de Transacciones,Alta,2022-06-07
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00108,2025-07-11,2026-01-29,Malware,Critica,1959629,14673273.25,US-006202,user_amber40_6201,52ad9dcad5e7eede32d5c1e7508fccba,Estados Unidos,2021-12-20,Numero de Tarjeta de Credito,Critica,2026-03-09
Cruz PLC,Gobierno,Peru,100,BR-00561,2022-05-14,2022-07-12,Ataque de Fuerza Bruta,Baja,116727,5358243.61,US-007722,user_carla72_7721,ad074da68dd5769880a927675c7e9ab4,Argentina,2024-10-19,Contrasena,Alta,2022-08-24
Adams-Fowler,Tecnologia,Brasil,100,BR-00509,2026-06-16,2026-09-22,Credenciales Filtradas de Terceros,Baja,3843819,14815459.54,US-006879,user_brad33_6878,2db4e010b460502cebf453d8762fc3d3,Costa Rica,2025-12-23,Nombre Completo,Baja,2026-09-22
Farmer-Hurst,Manufactura,Espana,500,BR-00490,2022-07-10,2022-10-11,Insider Malicioso,Critica,3141819,15210770.76,US-006314,user_adiaz_6313,ff7b3d71ab5638cf45039a00bba559b7,Mexico,2017-05-11,Correo Electronico,Media,2022-10-14
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00608,2025-10-18,2026-04-20,Configuracion Erronea de Servidor,Baja,224867,11012711.81,US-001166,user_ebailey_1165,864dbca3a4db4736608e7f1ac8252865,Brasil,2024-09-04,Numero Telefonico,Baja,2026-05-06
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00767,2024-06-28,2024-08-01,Ataque a Cadena de Suministro,Alta,4340525,14522013.91,US-000255,user_alexander73_254,11edb90c9e83a215bdde34b4bd36b86e,Argentina,2022-09-21,Direccion Fisica,Media,2024-08-09
Johnson Group,Tecnologia,Uruguay,50000,BR-00563,2022-12-11,2023-04-28,Configuracion Erronea de Servidor,Media,1110721,16048984.54,US-004199,user_jbeck_4198,81d35fc9896914881e36868e29d2065c,Chile,2020-05-15,Contrasena,Alta,2023-07-10
Brown and Sons,Tecnologia,Chile,100,BR-00508,2026-04-26,2026-07-22,Ataque a Cadena de Suministro,Alta,251227,23952640.29,US-000608,user_pward_607,20144e011e1a530bb9406839f4fe60fa,Peru,2019-12-31,Nombre Completo,Baja,2026-08-15
Perkins Inc,Telecomunicaciones,Costa Rica,10000,BR-00422,2022-12-02,2023-06-16,Configuracion Erronea de Servidor,Baja,2310075,19832077.36,US-002254,user_nathanromero_2253,cf1a39665a9d70dbeeeb3d1cca5ba9a5,Mexico,2019-07-25,Historial de Transacciones,Alta,2023-07-21
Murphy-Mullins,Retail,Ecuador,1000,BR-00700,2023-11-09,2023-12-07,Ransomware,Alta,4552257,15416153.83,US-002421,user_williamlittle_2420,5296ec765142aa26b31e4638438f9218,Uruguay,2023-11-23,Historial Medico,Critica,2024-01-19
Hughes LLC,Tecnologia,Argentina,25000,BR-00261,2026-08-14,2026-09-22,Malware,Baja,4613758,1098615.26,US-005782,user_duranlisa_5781,7040ec5f0770ab82baff9212d4beaed3,Costa Rica,2023-07-27,Correo Electronico,Media,2026-09-22
Cruz PLC,Gobierno,Peru,100,BR-00412,2026-05-02,2026-09-22,Configuracion Erronea de Servidor,Alta,3438993,10183010.65,US-000142,user_jaredromero_141,d140a193015915affaa81957db687d52,Costa Rica,2017-01-02,Historial de Transacciones,Alta,2026-09-22
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00654,2025-08-28,2025-10-21,Configuracion Erronea de Servidor,Media,1161303,2550959.57,US-000560,user_crystalharrison_559,baa38eb683da8b0d28edd657fa498d55,Brasil,2018-10-13,Fecha de Nacimiento,Baja,2025-12-01
Goodman PLC,Turismo,Ecuador,50000,BR-00367,2022-07-06,2022-12-13,Ransomware,Alta,1100497,8239933.14,US-004918,user_stephenbrooks_4917,e20592ec9402d918ff11e879bcd23d18,Colombia,2017-02-28,Fecha de Nacimiento,Baja,2023-02-16
Freeman-Martin,Educacion,Colombia,2500,BR-00541,2026-02-17,2026-07-07,Configuracion Erronea de Servidor,Critica,4005756,2484799.87,US-006433,user_loriromero_6432,9c2d34085523e5a50b03c0689e736777,Uruguay,2019-09-08,Nombre Completo,Baja,2026-09-17
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00420,2022-06-12,2023-01-17,Insider Malicioso,Alta,2728562,21366673.86,US-007436,user_mckinneykatherine_7435,6f2f116b1e502df41691b13959c265e6,Uruguay,2019-09-21,Nombre Completo,Baja,2023-02-27
Powell Ltd,Gobierno,Brasil,50,BR-00059,2024-06-01,2025-01-01,Ransomware,Alta,3413102,22923761.0,US-007897,user_walkerrobert_7896,a42d3ca63a0b429c066c8719db6458f7,Uruguay,2017-06-15,Nombre Completo,Baja,2025-03-12
Cruz PLC,Gobierno,Peru,100,BR-00014,2023-03-01,2023-09-13,Ataque de Fuerza Bruta,Media,187734,13076024.13,US-005082,user_welchtimothy_5081,b0c6e5825e854f4b433f34254f2a97bd,Uruguay,2025-02-15,Numero de Tarjeta de Credito,Critica,2023-10-18
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00102,2025-09-03,2026-02-21,Insider Malicioso,Baja,2508476,22760151.02,US-000770,user_tsullivan_769,f8351dd647eebe9b6ab371c52bb3b4ab,Uruguay,2024-07-26,Numero de Tarjeta de Credito,Critica,2026-02-24
Collins-Harris,Educacion,Peru,1000,BR-00205,2026-06-07,2026-07-28,Ransomware,Media,1247127,1428452.97,US-001436,user_melindalamb_1435,1f3b923f96b43a02cf7563965b0f6fb2,Costa Rica,2023-10-04,Historial Medico,Critica,2026-08-01
Hunt PLC,Finanzas,Ecuador,100,BR-00124,2023-10-17,2024-01-21,Insider Malicioso,Alta,3161029,16819669.16,US-003464,user_dickersonbrian_3463,9f4ddee5ec58bef4cec97571b6c4c85f,Espana,2017-07-14,Historial de Transacciones,Alta,2024-02-18
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00084,2026-06-12,2026-09-22,Malware,Critica,797470,22457453.02,US-002945,user_edwinwilliams_2944,f0db9c2da25b6ceabb5e3b5b99be5129,Panama,2025-10-19,Numero de Tarjeta de Credito,Critica,2026-09-22
Cruz-Schultz,Energia,Panama,50,BR-00492,2025-03-23,2025-05-29,Ataque a Cadena de Suministro,Alta,4681555,18427380.19,US-000596,user_nburke_595,6d27f3a623c74d591f86a53121c1c15b,Brasil,2020-06-22,Correo Electronico,Media,2025-07-05
Hughes LLC,Tecnologia,Argentina,25000,BR-00435,2024-11-16,2025-04-17,Ransomware,Alta,2173432,2821850.26,US-001613,user_tjacobs_1612,94f0966b5299a64bf7661495d64e91d8,Ecuador,2022-05-03,Nombre Completo,Baja,2025-07-08
"Mack, White and Mckinney",Salud,Mexico,100,BR-00452,2024-10-07,2025-04-19,Insider Malicioso,Alta,1669052,1786942.39,US-007735,user_alan43_7734,1a4a8838018892896d7478a0055499de,Ecuador,2022-11-17,Contrasena,Alta,2025-05-03
Collins-Harris,Educacion,Peru,1000,BR-00619,2023-02-07,2023-08-03,Insider Malicioso,Baja,4255654,14675472.44,US-007444,user_shuffman_7443,d3d31a41d554cdd4df24f3051c7720ca,Panama,2024-11-07,Numero Telefonico,Baja,2023-10-27
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00347,2026-03-22,2026-04-25,Phishing,Media,4302767,8125549.59,US-001632,user_flarson_1631,4f91330785ec60be9f0e080e590744fe,Panama,2021-09-23,Historial de Transacciones,Alta,2026-06-25
Davis-Kelley,Energia,Colombia,250,BR-00273,2024-09-20,2024-09-27,Malware,Media,4722724,18390048.95,US-004291,user_briangutierrez_4290,ec70b73ac05eed721a76f5a60649508f,Ecuador,2016-10-25,Fecha de Nacimiento,Baja,2024-10-30
Bell-Williams,Retail,Colombia,250,BR-00389,2025-11-11,2026-02-18,Configuracion Erronea de Servidor,Baja,3762758,20114508.31,US-002893,user_uwatkins_2892,80024795c361322db5038f59d9e209cb,Peru,2021-06-10,Fecha de Nacimiento,Baja,2026-03-26
Collins-Harris,Educacion,Peru,1000,BR-00310,2021-12-01,2022-03-22,Insider Malicioso,Media,4678520,22818045.93,US-002063,user_valerie25_2062,982c724822f798d50fabbfa167c7c79d,Uruguay,2026-03-23,Numero de Tarjeta de Credito,Critica,2022-03-29
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00154,2025-02-19,2025-09-14,Ataque a Cadena de Suministro,Baja,1258294,5432295.57,US-001708,user_barrygregory_1707,3fc9f7407009ac59ac8702d0cb0e192f,Argentina,2022-06-03,Nombre Completo,Baja,2025-11-03
Coleman Ltd,Turismo,Estados Unidos,50000,BR-00030,2022-05-23,2022-08-02,Credenciales Filtradas de Terceros,Media,3609569,7198319.68,US-007233,user_sanchezshannon_7232,7ecc370b347cc73df309c3319bb2d6f1,Ecuador,2025-01-14,Historial de Transacciones,Alta,2022-08-04
Walton LLC,Salud,Espana,2500,BR-00085,2025-06-13,2025-10-28,Ransomware,Alta,1886002,6675161.07,US-006476,user_wendy14_6475,857b7ded681602910922e4500b3d0c1a,Brasil,2019-05-08,Historial Medico,Critica,2025-12-22
Harris-Allen,Retail,Mexico,25000,BR-00262,2026-07-28,2026-09-22,Inyeccion SQL,Media,3708157,87575.6,US-000971,user_parkscynthia_970,d9a833d119c9e6811192a8ef28f704b0,Espana,2018-08-10,Contrasena,Alta,2026-09-22
Collins-Harris,Educacion,Peru,1000,BR-00205,2026-06-07,2026-07-28,Ransomware,Media,1247127,1428452.97,US-005597,user_robertflores_5596,9e181c49a6e692e7fbc6b2e534b14fb7,Panama,2019-01-20,Numero de Tarjeta de Credito,Critica,2026-09-09
